,Unnamed: 0,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
796,796,서울 동대문구 00동,290,  개,  개,00 대,3000 만원,210,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,210,0,37,8000,210,100,0.9,1.1,1.4,11316,11316,11316,1054,943,777,8928,7596,5604,744,633,467,111,94,70
797,797,서울 서초구 양재동,360, 35 개, 16 개,없음 대,3200 만원,390, 별도 ,25000,-선택사항- ,-선택사항-     ,3200,25000,35,390,0,45,25000,390,116,2.1,2.5,3.5,16056,16056,16056,1496,1338,1102,11880,9984,7152,990,832,596,47,39,28
798,798,서울 종로구 00동,288.58, 36 개,  개,00 대,11000 만원,594,0,32000,-선택사항- ,-선택사항-     ,11000,32000,36,594,0,42,32000,594,120,3.7,4.7,7.8,15420,15420,15420,1436,1285,1058,8664,6852,4128,722,571,344,27,21,12
799,799,서울 구로구 구로동,630, 95 개, 0 개,1 대,8천 만원,550,30,권리금3천,-선택사항- ,-선택사항-     ,8000,3000,95,550,30,36,3000,580,316,0.1,0.1,0.2,34884,34884,34884,3249,2907,2394,28236,24132,17976,2353,2011,1498,941,804,599
800,800,서울 마포구 00동,352.52, 36 개,  개,없음 대,5000 만원,500, 사용량에 따라 ,26000,-선택사항- ,-선택사항-     ,5000,26000,36,500,0,40,26000,500,120,2.9,3.6,5.6,14688,14688,14688,1368,1224,1007,8976,7248,4644,748,604,387,34,27,17
801,801,서울 마포구 00동,292.97, 38 개,  개,00 대,9000 만원,277, 150만원 ,27000,-선택사항- ,-선택사항-     ,9000,27000,38,277,150,40,27000,427,126,2.5,3,4.4,15504,15504,15504,1444,1292,1064,10692,8868,6132,891,739,511,39,32,22
802,802,서울 중구 00동,280, 36 개,  개,00 대,6000 만원,400,0,18000,-선택사항- ,-선택사항-     ,6000,18000,36,400,0,41,18000,400,120,1.7,2,2.9,15048,15048,15048,1402,1254,1033,10584,8808,6156,882,734,513,58,48,34
803,803,서울 광진구 00동,293, 43 개,  개,4 대,6000 만원,400,0,19000,-선택사항- ,-선택사항-     ,6000,19000,43,400,0,39,19000,400,143,1.5,1.8,2.5,17100,17100,17100,1593,1425,1173,12600,10584,7560,1050,882,630,66,55,39
804,804,서울 종로구 숭인동,235.14, 20 개, 20 개,X 대,6천 만원,330, 40만원 ,1억6천5백,-선택사항- ,-선택사항-     ,6000,16500,20,330,40,42,16500,370,66,3.8,4.9,9,8568,8568,8568,798,714,588,4344,3336,1824,362,278,152,26,20,11
805,805,서울 종로구 00동,280, 35 개,  개,1 대,3000 만원,280,0,85000,-선택사항- ,-선택사항-     ,3000,85000,35,280,0,42,85000,280,116,7.1,8.3,11.2,14988,14988,14988,1396,1249,1029,12000,10236,7596,1000,853,633,14,12,8
806,806,서울 성북구 삼선동,102.35, 35 개, 5 개,X 대,4천 만원,250, 없음 ,8천,-선택사항- ,-선택사항-     ,4000,8000,35,250,0,37,8000,250,116,0.8,0.9,1.2,13200,13200,13200,1230,1100,906,10368,8808,6480,864,734,540,129,110,81
807,807,서울 성동구 구의동,440, 42 개, 42 개,1 대,4천 만원,475,60,합3억3천,-선택사항- ,-선택사항-     ,4000,33000,42,475,60,38,33000,535,140,3.3,4,6.2,16272,16272,16272,1516,1356,1117,10092,8172,5304,841,681,442,30,24,16
808,808,서울 성북구 00동,430,  개,  개,00 대, 만원,450,0,합,-선택사항- ,-선택사항-     ,0,0,0,450,0,37,0,450,100,3.3,4,6.2,11316,11316,11316,1054,943,777,6048,4716,2724,504,393,227,30,24,16
809,809,서울 서대문구 00동,199.68, 31 개,  개,00 대,2000 만원,250,0,11000,-선택사항- ,-선택사항-     ,2000,11000,31,250,0,39,11000,250,103,1.2,1.4,1.9,12324,12324,12324,1148,1027,846,9540,8088,5916,795,674,493,86,73,53
810,810,서울 동작구 노량진동,122.5, 39 개, 39 개,X 대,5천 만원,460, 없음 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,39,460,0,38,27000,460,130,2.8,3.4,5,15108,15108,15108,1407,1259,1037,9804,8028,5364,817,669,447,36,29,19
811,811,서울 마포구 합정동,360, 40 개, 17 개,1 대,5천 만원,390,20,합1억7천,-선택사항- ,-선택사항-     ,5000,17000,40,390,20,40,17000,410,133,1.5,1.7,2.5,16320,16320,16320,1520,1360,1120,11724,9804,6924,977,817,577,68,57,40
812,812,서울 종로구 종각,600, 93 개, 43 개,00 대,2억 만원,1350,0,권리금,-선택사항- ,-선택사항-     ,20000,20000,93,1350,0,42,20000,1350,310,0.8,1,1.6,39840,39840,39840,3710,3320,2734,24600,19920,12888,2050,1660,1074,123,99,64
813,813,서울 송파구 00동,320, 36 개, 22 개,00 대,6000 만원,495,0,2억4천,-선택사항- ,-선택사항-     ,6000,24000,36,495,0,42,24000,495,120,2.4,3,4.5,15420,15420,15420,1436,1285,1058,9852,8040,5316,821,670,443,41,33,22
814,814,서울 송파구 00동,320, 36 개, 22 개,00 대,6천 만원,495,0,2억4천,-선택사항- ,-선택사항-     ,6000,24000,36,495,0,42,24000,495,120,2.4,3,4.5,15420,15420,15420,1436,1285,1058,9852,8040,5316,821,670,443,41,33,22
815,815,서울 강남구 00동,143.08,  개,  개,00 대,6000 만원,450,0,23000,-선택사항- ,-선택사항-     ,6000,23000,0,450,0,48,23000,450,100,2.3,2.8,4.2,14688,14688,14688,1368,1224,1007,9816,8088,5484,818,674,457,42,35,23
816,816,서울 강남구 00동,247.24, 상담 개,  개,00 대,7000 만원,770, 없음 ,38000,-선택사항- ,-선택사항-     ,7000,38000,0,770,0,48,38000,770,100,6.4,8.9,23.1,14688,14688,14688,1368,1224,1007,5976,4248,1644,498,354,137,15,11,4
817,817,서울 중구 00동,360, 34 개, 0 개,00 대,5000 만원,430,0,2억8000,-선택사항- ,-선택사항-     ,5000,28000,34,430,0,41,28000,430,113,3,3.6,5.4,14208,14208,14208,1324,1184,975,9372,7692,5184,781,641,432,33,27,18
818,818,서울 강동구 00동,429, 43 개, 43 개,2 대,4000 만원,520,0,3억3000,-선택사항- ,-선택사항-     ,4000,33000,43,520,0,38,33000,520,143,3.1,3.8,5.7,16656,16656,16656,1552,1388,1143,10668,8700,5760,889,725,480,32,26,17
819,819,서울 동대문구 청량리동,143.64, 22 개, 3 개,X 대,2천 만원,165, 없음 ,5천,-선택사항- ,-선택사항-     ,2000,5000,22,165,0,37,5000,165,73,0.8,0.9,1.3,8292,8292,8292,773,691,569,6420,5436,3972,535,453,331,128,108,79
820,820,서울 구로구 오류동,261.8, 44 개, 6 개,00 대,3000 만원,300,5,15000,-선택사항- ,-선택사항-     ,3000,15000,44,300,5,36,15000,305,146,1.2,1.4,1.9,16152,16152,16152,1504,1346,1108,12636,10740,7884,1053,895,657,84,71,52
821,821,서울 광진구 00동,300, 34 개,  개,3 대,5000 만원,200, 없음 ,1억,-선택사항- ,-선택사항-     ,5000,10000,34,200,0,39,10000,200,113,0.9,1,1.4,13524,13524,13524,1259,1127,928,11352,9768,7380,946,814,615,113,97,73
822,822,서울 구로구 오류동,335.2, 38 개, 6 개,00 대,5000 만원,297,60,13000,-선택사항- ,-선택사항-     ,5000,13000,38,297,60,36,13000,357,126,1.3,1.6,2.3,13944,13944,13944,1299,1162,957,9792,8148,5688,816,679,474,75,62,43
823,823,서울 영등포구 신길동,380, 57 개, 7 개,00 대,5000 만원,385,0,12000,-선택사항- ,-선택사항-     ,5000,12000,57,385,0,38,12000,385,190,0.7,0.8,1.1,22092,22092,22092,2057,1841,1516,17784,15192,11292,1482,1266,941,148,126,94
824,824,서울 동작구 00동,100,  개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,0,510,0,38,21000,510,100,3.7,4.9,9.3,11628,11628,11628,1083,969,798,5676,4308,2256,473,359,188,27,20,10
825,825,서울 강동구 00동,120,  개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,0,550,0,38,28000,550,100,5.4,7.3,15.8,11628,11628,11628,1083,969,798,5196,3828,1776,433,319,148,18,13,6
826,826,서울 종로구 00동,100, 36 개,  개,00 대,8000 만원,450,0,18000,-선택사항- ,-선택사항-     ,8000,18000,36,450,0,42,18000,450,120,1.7,2.1,3.1,15420,15420,15420,1436,1285,1058,10392,8580,5856,866,715,488,57,47,32
827,827,서울 영등포구 대림동,348.94, 34 개, 6 개,00 대,7000 만원,360,15,15000,-선택사항- ,-선택사항-     ,7000,15000,34,360,15,38,15000,375,113,1.7,2,3,13176,13176,13176,1227,1098,904,8868,7320,4992,739,610,416,59,48,33
828,828,서울 동대문구 동대문동,340, 23 개, 23 개,1 대,5000 만원,300,0,2억3천,-선택사항- ,-선택사항-     ,5000,23000,23,300,0,37,23000,300,76,4.4,5.5,8.8,8676,8676,8676,808,723,595,5184,4164,2628,432,347,219,22,18,11
829,829,서울 강서구 강서구,105평 ,  개,  개,1 대, 만원,290,0,1억5천,-선택사항- ,-선택사항-     ,0,15000,0,290,0,34,15000,290,100,2.2,2.6,3.9,10404,10404,10404,969,867,714,6948,5724,3888,579,477,324,46,38,25
830,830,서울 동작구 동작구,132평 , 46 개,  개,00 대,9천 만원,320, X ,2억8천,-선택사항- ,-선택사항-     ,9000,28000,46,320,0,38,28000,320,153,2,2.3,3.1,17820,17820,17820,1660,1485,1223,14244,12144,9000,1187,1012,750,50,43,32
831,831,서울 동작구 동작구,132평 , 46 개,  개,00 대,9천 만원,320, X ,2억8천,-선택사항- ,-선택사항-     ,9000,28000,46,320,0,38,28000,320,153,2,2.3,3.1,17820,17820,17820,1660,1485,1223,14244,12144,9000,1187,1012,750,50,43,32
832,832,서울 송파구 00동,496.97, 43 개,  개,00 대, 만원,700,0,51000,-선택사항- ,-선택사항-     ,0,51000,43,700,0,42,51000,700,143,4.9,6.1,10.1,18420,18420,18420,1715,1535,1264,10464,8304,5052,872,692,421,20,16,9
833,833,서울 관악구 신림동,224.42, 34 개, 6 개,00 대,3000 만원,317,0,6000,-선택사항- ,-선택사항-     ,3000,6000,34,317,0,33,6000,317,113,0.8,1,1.4,11436,11436,11436,1065,953,785,7620,6276,4260,635,523,355,127,104,71
834,834,서울 관악구 봉천동,192.92, 33 개, 6 개,00 대,2000 만원,195,0,7000,-선택사항- ,-선택사항-     ,2000,7000,33,195,0,33,7000,195,110,0.8,0.9,1.3,11100,11100,11100,1034,925,762,8748,7440,5484,729,620,457,124,106,78
835,835,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11
836,836,서울 송파구 00동,300, 30 개, 30 개,00 대,4천 만원,400,50,2억3천,-선택사항- ,-선택사항-     ,4000,23000,30,400,50,42,23000,450,100,3,3.7,5.8,12852,12852,12852,1197,1071,882,7764,6252,3984,647,521,332,33,27,17
837,837,서울 서대문구 00동,285, 44 개, 4 개,00 대,7000 만원,310,0,시설비1200,-선택사항- ,-선택사항-     ,7000,1200,44,310,0,39,1200,310,146,0.1,0.1,0.1,17496,17496,17496,1630,1458,1201,14088,12024,8940,1174,1002,745,1174,1002,745
838,838,서울 종로구 00동,250,  개,  개,00 대,8000 만원,520,0,1억8000,-선택사항- ,-선택사항-     ,8000,18000,0,520,0,42,18000,520,100,2.6,3.3,5.7,12852,12852,12852,1197,1071,882,6924,5412,3144,577,451,262,38,30,17
839,839,서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,390,116,1.7,2,2.9,13560,13560,13560,1263,1130,930,9084,7488,5088,757,624,424,60,49,33
840,840,서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50,42,19000,630,183,1.1,1.4,2,23556,23556,23556,2194,1963,1617,16572,13800,9648,1381,1150,804,87,72,50
841,841,서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0,33,20000,450,120,3,3.8,6.4,12108,12108,12108,1128,1009,831,6696,5268,3132,558,439,261,33,26,15
842,842,서울 광진구 중곡동,330, 34 개, 원17 개,1 대,5천 만원,360,30,합1억2천,-선택사항- ,-선택사항-     ,5000,12000,34,360,30,39,12000,390,113,1.3,1.6,2.4,13524,13524,13524,1259,1127,928,9072,7488,5100,756,624,425,75,62,42
843,843,서울 성동구 구의동,440, 42 개, 원42 개,1 대,4천 만원,475,60,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,475,60,38,34000,535,140,3.4,4.2,6.4,16272,16272,16272,1516,1356,1117,10092,8172,5304,841,681,442,29,24,15
844,844,서울 동작구 동작동,440, 24 개, 큰24 개,1 대,8천 만원,280,20,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,280,20,38,24000,300,80,4.1,5.1,7.8,9300,9300,9300,866,775,638,5832,4740,3096,486,395,258,24,19,12
845,845,서울 강남구 강남구,168평 , 51 개,  개,00 대,1억 만원,950,0,3억9천,-선택사항- ,-선택사항-     ,10000,39000,51,950,0,48,39000,950,170,2.7,3.4,5.5,24960,24960,24960,2325,2080,1713,14460,11520,7116,1205,960,593,37,29,18
846,846,서울 강서구 강서구,110평 ,  개,  개,00 대,2천5백 만원,290,0,1억5천,-선택사항- ,-선택사항-     ,2500,15000,0,290,0,34,15000,290,100,2.2,2.6,3.9,10404,10404,10404,969,867,714,6948,5724,3888,579,477,324,46,38,25
847,847,서울 구로구 구로동,360, 40 개, 원26 개,1 대,4천 만원,350,30,합1억8천,-선택사항- ,-선택사항-     ,4000,18000,40,350,30,36,18000,380,133,1.8,2.1,3,14688,14688,14688,1368,1224,1007,10260,8532,5928,855,711,494,56,47,32
848,848,서울 송파구 송파구,126평 ,  개,  개,00 대,5천 만원,380,0,3억3천,-선택사항- ,-선택사항-     ,5000,33000,0,380,0,42,33000,380,100,3.8,4.7,6.8,12852,12852,12852,1197,1071,882,8604,7092,4824,717,591,402,26,21,14
849,849,서울 마포구 합정동,360, 40 개, 17 개,1 대,5천 만원,380,20,합1억7천,-선택사항- ,-선택사항-     ,5000,17000,40,380,20,40,17000,400,133,1.4,1.7,2.4,16320,16320,16320,1520,1360,1120,11844,9924,7044,987,827,587,69,58,41
850,850,서울 강남구 서초구,410, 28 개, 큰28 개,1 대,7천 만원,510,40,합2억2천,-선택사항- ,-선택사항-     ,7000,22000,28,510,40,48,22000,550,93,2.9,3.7,6.2,13704,13704,13704,1276,1142,940,7596,5988,3564,633,499,297,34,27,16
851,851,서울 강남구 강남구,182평 ,  개,  개,00 대,1억 만원,880,0,4억3천,-선택사항- ,-선택사항-     ,10000,43000,0,880,0,48,43000,880,100,9.2,14.7,132.7,14688,14688,14688,1368,1224,1007,4656,2928,324,388,244,27,10,6,0
852,852,서울 강남구 서초동,390, 40 개, 원25 개,1 대,6천 만원,480,30,합1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,480,30,48,19500,510,133,1.4,1.6,2.3,19584,19584,19584,1824,1632,1344,14172,11868,8412,1181,989,701,72,60,43
853,853,서울 영등포구 00동,223.4, 39 개, 15 개,00 대,9000 만원,470, 사용량에따라 ,1억7천,-선택사항- ,-선택사항-     ,9000,17000,39,470,0,38,17000,470,130,1.8,2.1,3.2,15108,15108,15108,1407,1259,1037,9684,7908,5244,807,659,437,56,46,30
854,854,서울 동대문구 회기동,340, 31 개, 22 개,0대 대,5000 만원,332, 별도 ,18000,-선택사항- ,-선택사항-     ,5000,18000,31,332,0,37,18000,332,103,2.3,2.8,4.1,11688,11688,11688,1089,974,802,7848,6468,4404,654,539,367,43,35,24
855,855,서울 서초구 00동,404.22, 50 개, 32 개,6 대,8500 만원,520,46,2억2천,-선택사항- ,-선택사항-     ,8500,22000,50,520,46,45,22000,566,166,1.3,1.6,2.2,22944,22944,22944,2137,1912,1575,16860,14160,10116,1405,1180,843,76,64,45
856,856,서울 송파구 00동,320, 35 개, 22 개,00 대,6000 만원,520,0,2억4천,-선택사항- ,-선택사항-     ,6000,24000,35,520,0,42,24000,520,116,2.6,3.3,5.1,14988,14988,14988,1396,1249,1029,9120,7356,4716,760,613,393,38,30,19
857,857,서울 구로구 00동,320, 35 개, 29 개,00 대,8000 만원,400,0,1억7천,-선택사항- ,-선택사항-     ,8000,17000,35,400,0,36,17000,400,116,2.1,2.6,3.9,12852,12852,12852,1197,1071,882,8172,6660,4392,681,555,366,48,39,25
858,858,서울 서대문구 00동,430, 40 개, 40 개,00 대,1억2천 만원,600,0,3억5천,-선택사항- ,-선택사항-     ,12000,35000,40,600,0,39,35000,600,133,3.9,4.9,8.1,15912,15912,15912,1482,1326,1092,8988,7116,4308,749,593,359,25,20,12
859,859,서울 송파구 00동,320, 35 개, 22 개,00 대,6000 만원,520,0,2억4천,-선택사항- ,-선택사항-     ,6000,24000,35,520,0,42,24000,520,116,2.6,3.3,5.1,14988,14988,14988,1396,1249,1029,9120,7356,4716,760,613,393,38,30,19
860,860,서울 광진구 00동,244.15, 34 개, 6 개,00 대,3천 만원, 270만 , 2만 ,6천,-선택사항- ,-선택사항-     ,3000,6000,34,270,2,39,6000,272,113,0.6,0.7,0.9,13524,13524,13524,1259,1127,928,10488,8904,6516,874,742,543,174,148,108
861,861,서울 강동구 길동,240.3, 28 개, 17 개,X 대,3천 만원,264, 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0,38,17000,264,93,2.2,2.6,3.7,10848,10848,10848,1010,904,744,7836,6564,4644,653,547,387,46,38,27
862,862,서울 송파구 00동,420, 41 개, 41 개,00 대,6000 만원,700,0,3억5천,-선택사항- ,-선택사항-     ,6000,35000,41,700,0,42,35000,700,136,3.7,4.7,7.9,17556,17556,17556,1635,1463,1205,9588,7524,4428,799,627,369,27,21,12
863,863,서울 종로구 명륜동,650, 49 개, 49 개,없음 대,6000 만원,650, 별도 ,35000,-선택사항- ,-선택사항-     ,6000,35000,49,650,0,42,35000,650,163,2.6,3.1,4.7,20988,20988,20988,1955,1749,1440,13704,11232,7524,1142,936,627,39,32,21
864,864,서울 동작구 노량진동,360, 55 개, 30 개,없음 대,9000 만원,500, 별도 ,37000,-선택사항- ,-선택사항-     ,9000,37000,55,500,0,38,37000,500,183,2.4,2.8,4,21312,21312,21312,1985,1776,1463,15624,13116,9360,1302,1093,780,42,35,25
865,865,서울 서초구 양재동,350, 35 개, 16 개,없음 대,3200 만원,392, 별도 ,25000,-선택사항- ,-선택사항-     ,3200,25000,35,392,0,45,25000,392,116,2.1,2.5,3.5,16056,16056,16056,1496,1338,1102,11856,9960,7128,988,830,594,47,39,28
866,866,서울 송파구 풍납동,155.26, 37 개, 4 개,X 대,3천5백 만원,350, 없음 ,1억5천5백,-선택사항- ,-선택사항-     ,3500,15500,37,350,0,42,15500,350,123,1.3,1.5,2.1,15840,15840,15840,1476,1320,1087,12036,10164,7368,1003,847,614,77,65,47
867,867,서울 성동구 용답동,154, 32 개, 32 개,1 대,4천 만원,280, 20만원 ,2억7천,-선택사항- ,-선택사항-     ,4000,27000,32,280,20,38,27000,300,106,3,3.6,5.1,12396,12396,12396,1155,1033,851,8988,7524,5340,749,627,445,33,27,19
868,868,서울 송파구 송파동,262.86, 31 개, 31 개,00 대,4천 만원, 388부별 ,38,2억4천,-선택사항- ,-선택사항-     ,4000,24000,31,388,38,42,24000,426,103,2.8,3.5,5.2,13272,13272,13272,1236,1106,911,8484,6924,4584,707,577,382,35,28,19
869,869,서울 영등포구 영등포동,194.19, 39 개, 38 개,1 대,1억 만원,665, 포함 ,1억7천,-선택사항- ,-선택사항-     ,10000,17000,39,665,0,38,17000,665,130,2.3,3.1,5.9,15108,15108,15108,1407,1259,1037,7344,5568,2904,612,464,242,43,32,17
870,870,서울 도봉구 00동,70평 ,  개,  개,00 대,3000 만원,200,0,18000,-선택사항- ,-선택사항-     ,3000,18000,0,200,0,32,18000,200,100,2.5,2.9,4,9792,9792,9792,912,816,672,7344,6192,4464,612,516,372,40,34,24
871,871,서울 강남구 00동,130평 , 40↑ 개,  개,00 대, 만원,680,0,3억5천,-선택사항- ,-선택사항-     ,0,35000,40,680,0,48,35000,680,133,2.9,3.6,5.5,19584,19584,19584,1824,1632,1344,12132,9828,6372,1011,819,531,34,28,18
872,872,서울 도봉구 00동,90평 ,  개,  개,00 대,7000 만원,300,0,13000,-선택사항- ,-선택사항-     ,7000,13000,0,300,0,32,13000,300,100,2.1,2.6,4,9792,9792,9792,912,816,672,6144,4992,3264,512,416,272,47,38,25
873,873,서울 성북구 00동,290, 47 개,  개,00 대,3000 만원,150,0,13000,-선택사항- ,-선택사항-     ,3000,13000,47,150,0,37,13000,150,156,0.8,0.9,1.2,17736,17736,17736,1652,1478,1217,16152,14064,10932,1346,1172,911,124,108,84
874,874,서울 성북구 00동,840, 37 개,  개,00 대,2000 만원,320,0,14000,-선택사항- ,-선택사항-     ,2000,14000,37,320,0,37,14000,320,123,1.4,1.6,2.3,13956,13956,13956,1300,1163,958,10284,8640,6180,857,720,515,73,61,44
875,875,서울 동대문구 00동,85평 ,  개,  개,00 대,2000 만원,275,0,15000,-선택사항- ,-선택사항-     ,2000,15000,0,275,0,37,15000,275,100,1.8,2.2,3.1,11316,11316,11316,1054,943,777,8148,6816,4824,679,568,402,54,45,32
876,876,서울 동대문구 00동,120평 ,  개,  개,00 대,5000 만원,500,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,500,0,37,31000,500,100,5.7,7.5,14.6,11316,11316,11316,1054,943,777,5448,4116,2124,454,343,177,17,13,6
877,877,서울 동대문구 회기동,104.31, 40 개, 37 개,X 대,5천 만원,440,None,3억2천,-선택사항- ,-선택사항-     ,5000,32000,40,440,0,37,32000,440,133,3.2,3.9,5.8,15096,15096,15096,1406,1258,1036,9996,8220,5556,833,685,463,31,25,17
878,878,서울 서대문구 00동,240, 36 개,  개,00 대,4000 만원,450,0,21000,-선택사항- ,-선택사항-     ,4000,21000,36,450,0,39,21000,450,120,2.3,2.8,4.2,14316,14316,14316,1333,1193,982,9156,7476,4944,763,623,412,43,35,23
879,879,서울 동대문구 00동,110평 ,  개,  개,00 대,6500 만원,505,25,7500,-선택사항- ,-선택사항-     ,6500,7500,0,505,25,37,7500,530,100,1.5,2,4.3,11316,11316,11316,1054,943,777,5088,3756,1764,424,313,147,67,50,23
880,880,서울 송파구 00동,299, 31 개,  개,00 대,5천 만원,400,0,2억3천,-선택사항- ,-선택사항-     ,5000,23000,31,400,0,42,23000,400,103,2.6,3.2,4.7,13272,13272,13272,1236,1106,911,8796,7236,4896,733,603,408,38,31,21
