,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리
2647,서울,서울 마포구 독막로 4,N,지니하우스,1개,['43개'],월세  20~20,Y,4,공용,N
2648,광주,광주 북구 호동로43번길 11-8,7호선 신대방삼거리역,코지몽 고시텔,1개,['44개'],월세  20~40,Y,2,공용,N
2649,서울,서울 동작구 상도로 126,7호선 어린이대공원역,파크뷰,1개,['15개'],월세  30~45,Y,N,공용,Y
2650,서울,서울 광진구 광나루로 360,6호선 고려대역,수인하우스 고대점,1개,['18개'],월세  23~38,Y,N,공용,N
2651,서울,서울 성북구 회기로3길 2,5호선 오목교역,햇살가득한방 고시텔,1개,['45개'],월세  30~35,Y,N,공용,Y
2652,서울시,서울시 양천구 신목로65,1호선 노량진역,블랙박스 아카데미텔,1개,['106개'],월세  25~25,Y,N,공용,N
2653,서울,서울 동작구 만양로11길 8,6호선 안암역,고집 gozip 고시텔,1개,['35개'],월세  50~65,Y,1,공용,Y
2654,서울,서울 성북구 고려대로24길 36,분당선 야탑역,애플원룸텔 야탑점,빈방없음,['29개'],월세  30~40,Y,4,공용,N
2655,경기,경기 성남시 분당구 야탑로69번길 21,7호선 뚝섬유원지역,리버stay,1개,['15개'],월세  24~44,Y,N,공용,N
2656,서울,서울 성동구 둘레17길 2,N,캐슬리빙텔,1개,['84개'],월세  29~49,Y,20,공용,N
2657,경기,경기 용인시 수지구 죽전로168번길 3-1,분당선 수원시청역,리체버하우스,빈방없음,['48개'],월세  20~30,Y,6,공용,N
2658,경기,경기 수원시 팔달구 효원로249번길 46-19,7호선 남성역,해피트리원룸텔,7개,['34개'],월세  38~50,Y,1,공용,Y
2659,서울,서울 동작구 사당로16길 27,2호선 사당역,힐하우스 원룸텔,1개,['42개'],월세  30~70,Y,4,공용,Y
2660,서울,서울 동작구 남부순환로 2019,N,덕원원룸텔 ,빈방없음,['54개'],월세  25~25,Y,3,공용,Y
2661,충남,충남 천안시 동남구 문암로 91-10,1호선 성균관대역,율전고시원,1개,['106개'],월세  28~38,Y,1,공용,Y
2662,경기,경기 수원시 장안구 화산로 211,1호선 역곡역,대경리빙텔,1개,['24개'],월세  30~35,Y,N,공용,Y
2663,경기,경기 부천시 부일로 709,3호선 양재역,플러스하우스,빈방없음,['34개'],월세  36~45,Y,N,공용,N
2664,서울,서울 강남구 도곡로4길 24 ,4호선 한대앞역,도레미하우스,6개,['50개'],월세  18~26,Y,20,공용,N
2665,경기,경기 안산시 상록구 광덕1로 382,3호선 양재역,바비하우스 뱅뱅사거리점,1개,['37개'],월세  35~60,Y,N,공용,N
2666,서울,서울 강남구 강남대로58길 11,2호선 잠실새내역,더The큰방하우스,1개,['36개'],월세  50~70,Y,2,공용,N
2667,서울,서울 송파구 백제고분로7길 28-17 ,1호선 안양역,럭스원룸텔,2개,['33개'],월세  38~65,Y,N,공용,N
2668,경기,경기 안양시 만안구 냉천로 200,2호선 교대역,마이홈학사,1개,['27개'],월세  40~75,Y,5,여성전용,N
2669,서울,서울 서초구 서초대로55길 5,N,더레지던스,1개,['30개'],월세  25~36,Y,N,공용,N
2670,울산,울산 남구 꽃대나리로 37,8호선 수진역,태평웰빙텔,1개,['43개'],월세  25~38,Y,1,공용,N
2671,경기,경기 성남시 수정구 수정로 142,1호선 온수역,꿈꾸다고시원,1개,['25개'],월세  27~40,Y,5,남성전용,N
2672,서울,서울 구로구 경인로 31-28,3호선 양재역,양재굿스테이,1개,['30개'],월세  40~55,Y,N,공용,N
2673,서울,서울 서초구 남부순환로354길 23,2호선 역삼역,쁘띠하우스 강남역점,1개,['32개'],월세  38~70,Y,4,공용,N
2674,서울,서울 강남구 강남대로94길 55-3,4호선 명동역,휴식 명동점,1개,['33개'],월세  39~55,Y,N,공용,N
2675,서울,서울 중구 퇴계로22길 11-10,부산2호선 경성대.부경대역,대경고시텔,1개,['27개'],월세  25~27,Y,6,공용,Y
2676,부산,부산 남구 수영로293번길 42-10,4호선 고잔역,오픈하우스 고잔역점,1개,['36개'],월세  31~49,Y,5,공용,N
2677,경기,경기 안산시 단원구 광덕4로 148,신분당선 수지구청역,오렌지원룸텔,1개,['39개'],월세  28~38,Y,N,공용,N
2678,경기,경기 용인시 수지구 풍덕천로139번길 10-6,5호선 장한평역,파크빌원룸텔 장한평역점,1개,['38개'],월세  35~40,Y,2,공용,N
2679,서울,서울 동대문구 한천로2길 87,인천1호선 간석오거리역,금탑 미니고시텔,1개,['44개'],월세  16~25,Y,2,공용,N
2680,인천,인천 남동구 백범로 370,인천2호선 석천사거리역,미스터고시텔,1개,['16개'],월세  15~23,Y,N,남성전용,N
2681,인천,인천 남동구 독점로29번길 30,7호선 장승배기역,모젠하우스 상도점,1개,['36개'],월세  30~50,Y,2,공용,N
2682,서울,서울 동작구 상도로 130,8호선 문정역,문정역원룸텔,10개,['34개'],월세  38~60,Y,3,공용,Y
2683,서울,서울 송파구 동남로8길 30-45,7호선 상도역,성원고시원,빈방없음,['100개'],월세  15~28,Y,N,공용,Y
2684,서울,서울 동작구 만양로10길 2,N,천마고시원,1개,['40개'],월세  13~18,Y,2,남성전용,N
2685,서울,서울 관악구 서림7길 58,N,다온고시텔,1개,['35개'],월세  20~23,Y,N,여성전용,N
2686,광주,광주 북구 설죽로202번길 43-1,1호선 노량진역,어반하우스,1개,['46개'],월세  30~45,Y,N,공용,Y
2687,서울,서울 동작구 만양로14가길 30-8,2호선 홍대입구역,이지파인하우스 홍대신촌,1개,['40개'],월세  27~45,Y,2,공용,Y
2688,서울,서울 서대문구 신촌로 25,2호선 을지로4가역,파크원룸텔 충무로점,1개,['36개'],월세  40~55,Y,N,공용,Y
2689,서울,서울 중구 퇴계로 260,1호선 금정역,휴그린빌원룸텔,빈방없음,['30개'],월세  35~45,Y,45,공용,N
2690,경기,경기 군포시 공단로 294,3호선 정발산역,편안한고시원,1개,['50개'],월세  40~60,Y,3,공용,N
2691,경기,경기 고양시 일산동구 무궁화로 31-2,부산1호선 부산대역,굿스테이고시텔,1개,['32개'],월세  20~27,Y,N,남성전용,N
2692,부산,부산 금정구 금강로 246 ,N,오투원룸텔 죽전점,1개,['20개'],월세  30~45,Y,20,공용,N
2693,경기,경기 용인시 수지구 현암로 76,N,애플원룸텔 천안점,1개,['25개'],월세  25~28,Y,4,여성전용,N
2694,충남,충남 천안시 동남구 각원사길 54,5호선 서대문역,보연레지던스,빈방없음,['20개'],월세  25~50,Y,N,공용,N
2695,서울,서울 서대문구 통일로 111,N,송도고시원 퀸하우스채움,1개,['25개'],월세  33~42,Y,35,공용,Y
2696,인천,인천 연수구 해돋이로 108,4호선 성신여대입구역,휴식 성신여대점,1개,['27개'],월세  42~55,Y,N,공용,N
2697,서울,서울 성북구 동소문로20길 28-4,분당선 기흥역,오픈하우스 기흥구청점,1개,['23개'],월세  45~50,Y,2,공용,N
2698,경기,경기 용인시 기흥구 구갈로60번길 17,1호선 대방역,웰컴투고시텔,1개,['60개'],월세  25~35,Y,N,공용,Y
2699,서울,서울 영등포구 영등포로 385,6호선 역촌역,스튜디오162원룸텔,1개,['16개'],월세  50~50,Y,N,공용,N
2700,서울,서울 은평구 진흥로 80,1호선 지행역,애플하우스,1개,['60개'],월세  25~37,Y,40,공용,Y
2701,경기,경기 동두천시 동두천로 129,2호선 서울대입구역,오픈하우스 관악구청점,8개,['44개'],월세  20~35,Y,15,공용,N
2702,서울,서울 관악구 관악로 110-1,2호선 역삼역,행복리빙텔,1개,['51개'],월세  36~47,Y,4,공용,N
2703,서울,서울 강남구 논현로72길 11,6호선 응암역,레인보우빌,1개,['40개'],월세  40~50,Y,N,공용,N
2704,서울,서울 은평구 불광천길 466-1,1호선 역곡역,해오름고시텔,18개,['51개'],월세  30~40,Y,7,공용,Y
2705,경기,경기 부천시 역곡로1번길 14,1호선 영등포역,프라임 레지던스 영등포 ,1개,['34개'],월세  42~55,Y,N,공용,N
2706,서울,서울 영등포구 경인로 823-2,8호선 모란역,유명고시텔,빈방없음,['59개'],월세  20~24,Y,N,공용,N
2707,경기,경기 성남시 중원구 광명로 50,3호선 충무로역,더스테이 원룸텔 충무로명동점,1개,['27개'],월세  35~40,Y,N,공용,N
2708,서울,서울 중구 퇴계로31길 31,8호선 수진역,더리치하우스,빈방없음,['19개'],월세  49~60,Y,2,공용,N
2709,경기,경기 성남시 중원구 원터로110번길 10-1,1호선 구일역,마이홈고시원 ,1개,['39개'],월세  15~45,Y,N,공용,N
2710,서울,서울 구로구 경인로47길 47,4호선 노원역,루프쉘 하우스,7개,['32개'],월세  30~45,Y,5,공용,N
2711,서울,서울 노원구 동일로 1456,분당선 영통역,예랑 고시텔,1개,['45개'],월세  26~36,Y,N,여성전용,N
2712,경기,경기 수원시 영통구 청명남로 30,분당선 매탄권선 역,삼우고시텔,1개,['22개'],월세  20~35,Y,N,공용,Y
2713,경기,경기 수원시 영통구 매탄로100번길 7-6,인천1호선 선 학역,씨제이원룸텔,1개,['16개'],월세  32~36,Y,5,공용,N
2714,인천,인천 연수구 학나래로6번길 48,3호선 경찰병원역,공감하우스,8개,['21개'],월세  65~75,Y,N,공용,N
2715,서울,서울 송파구 양재대로62길 37,9호선 공항시장역,어반레지던스,빈방없음,['34개'],월세  40~50,Y,2,공용,Y
2716,서울,서울 강서구 공항대로3길 25,3호선 대청역,라이프하우스 삼성병원점,1개,['46개'],월세  45~60,Y,1,공용,Y
2717,서울,서울 강남구 일원로9길 14,1호선 광운대역,미니빌 고시텔,1개,['67개'],월세  22~33,Y,4,공용,N
2718,서울,서울 노원구 광운로 52,2호선 선 릉역,써밋하우스,7개,['37개'],월세  50~90,Y,N,공용,N
2719,서울,서울 강남구 선릉로 420,1호선 노량진역,심플하우스 노량진점,1개,['48개'],월세  45~55,Y,3,공용,N
2720,서울,서울 동작구 장승배기로30길 7,인천1호선 지식정보단지역,스테이오헬라,1개,['27개'],월세  35~45,Y,27,공용,N
2721,인천,인천 연수구 인천타워대로54번길 15-3 ,1호선 노량진역,하버드고시텔,빈방없음,['6개'],월세  37~53,Y,2,공용,N
2722,서울,서울 동작구 장승배기로30길 8,신분당선 양재시민의숲역,집 양재점 고시원,1개,['47개'],월세  45~80,Y,6,공용,Y
2723,서울,서울 서초구 강남대로8길 66-9,분당선 야탑역,이안스테이,1개,['46개'],월세  45~70,Y,N,공용,N
2724,경기,경기 성남시 분당구 성남대로916번길 13,부산2호선 구명역,새한빛고시원,1개,['29개'],월세  23~27,Y,N,공용,N
2725,부산,부산 북구 시랑로 24,1호선 역곡역,오픈하우스 역곡역점,1개,['53개'],월세  33~45,Y,N,공용,N
2726,경기,경기 부천시 경인로 507,분당선 수내역,수내하우스빌,1개,['35개'],월세  40~60,Y,N,공용,N
2727,경기,경기 성남시 분당구 백현로 97,분당선 기흥역,오픈하우스 신갈점,1개,['57개'],월세  29~38,Y,4,공용,N
2728,경기,경기 용인시 기흥구 신구로 20,3호선 경찰병원역,디앤디하우스,1개,['46개'],월세  40~65,Y,5,공용,N
2729,서울,서울 송파구 중대로9길 56,3호선 연신내역,연신내원룸텔,1개,['34개'],월세  40~60,Y,N,공용,N
2730,서울,서울 은평구 연서로28길 11,N,나홀로집에 1986 하우스,빈방없음,['18개'],월세  38~50,Y,6,공용,N
2731,인천,인천 미추홀구 학익소로 67,N,천안스타고시텔,1개,['30개'],월세  22~26,Y,N,공용,N
2732,충남,충남 천안시 동남구 만남로 84,2호선 방배역,심플하우스 방배역점,5개,['38개'],월세  40~55,Y,N,공용,Y
2733,서울,서울 서초구 효령로31길 36,3호선 화정역,제이하우스 원룸텔,2개,['70개'],월세  30~46,Y,15,공용,N
2734,경기,경기 고양시 덕양구 화신로272번길 29,7호선 논현역,로즈가든고시텔,2개,['14개'],월세  25~35,Y,1,여성전용,N
2735,서울,서울 강남구 학동로2길 20,6호선 태릉입구역,도도하우스 태릉역원룸텔,1개,['53개'],월세  35~55,Y,3,공용,N
2736,서울,서울 노원구 공릉로 101,분당선 야탑역,비엔하우스,1개,['39개'],월세  40~49,Y,5,공용,N
2737,경기,경기 성남시 분당구 야탑로 95,의정부경전철의정부중앙역,리치하우스,1개,['25개'],월세  33~60,Y,2,공용,N
2738,경기,경기 의정부시 호국로1332번길 68,5호선 화곡역,푸른솔원룸텔,1개,['32개'],월세  27~35,Y,1,공용,N
2739,서울,서울 강서구 강서로 201,분당선 야탑역,아름빌하우스 야탑점,1개,['41개'],월세  45~56,Y,N,공용,N
2740,경기,경기 성남시 분당구 야탑로69번길 18,3호선 양재역,집 강남점 고시원,1개,['40개'],월세  38~75,Y,6,공용,Y
2741,서울,서울 강남구 도곡로2길 27,인천1호선 선 학역,선학고시텔,1개,['36개'],월세  28~37,Y,2,공용,N
2742,인천,인천 연수구 학나래로6번길 46 ,7호선 장승배기역,위너레지던스,1개,['14개'],월세  33~42,Y,2,공용,N
2743,서울,서울 동작구 상도로26길 4,7호선 어린이대공원역,디테일비,8개,['8개'],월세  50~55,Y,1,여성전용,N
2744,서울,서울 광진구 동일로46길 23-11,2호선 사당역,쉐르빌리빙텔 사당역점,1개,['32개'],월세  26~38,Y,4,공용,Y
2745,서울,서울 서초구 청두곶길 5,1호선 송내역,파인하우스,1개,['98개'],월세  20~33,Y,N,공용,N
2746,경기,경기 부천시 부일로191번길 26,N,합격고시텔,1개,['12개'],월세  20~27,Y,3,공용,N
2747,전북,전북 군산시 우체통거리1길 1,7호선 부천시청역,휴스테이,1개,['25개'],월세  35~45,Y,N,공용,N
2748,경기,경기 부천시 중동로254번길 11,2호선 신림역,좋은날 원룸텔,1개,['32개'],월세  38~45,Y,1,공용,N
2749,서울,서울 관악구 봉천로 258,2호선 상왕십리역,더스테이원룸텔 왕십리점,1개,['30개'],월세  42~55,Y,N,공용,N
2750,서울,서울 성동구 왕십리로 329,1호선 부천역,화이트원룸텔,1개,['37개'],월세  28~35,Y,N,공용,N
2751,경기,경기 부천시 부일로 519,1호선 부천역,심플하우스 부천역점,1개,['45개'],월세  25~35,Y,N,공용,Y
2752,경기,경기 부천시 부천로35번길 4,의정부경전철흥선 역,레지던스수 ,1개,['48개'],월세  22~28,Y,N,공용,Y
2753,경기,경기 의정부시 의정로 145,부산1호선 하단역,그린나래고시텔,1개,['22개'],월세  17~24,Y,N,공용,N
2754,부산,부산 사하구 낙동대로520번길 1,2호선 신대방역,버드나무하우스,1개,['40개'],월세  18~22,Y,N,공용,N
2755,서울,서울 동작구 시흥대로 646,1호선 시청역,스타게스트하우스 원룸텔,1개,['21개'],월세  38~50,Y,N,공용,N
2756,서울,서울 중구 남대문로1길 26-10,1호선 주안역,이레고시텔,1개,['17개'],월세  33~45,Y,2,공용,N
2757,인천,인천 미추홀구 미추홀대로734번길 25-15,4호선 수유역,갤럭시 원룸텔,1개,['64개'],월세  33~42,Y,1,공용,N
2758,서울,서울 강북구 한천로 1045,경춘선 평내호평역,좋은리빙텔,1개,['47개'],월세  25~32,Y,N,공용,N
2759,경기,경기 남양주시 늘을1로16번길 25,경의중앙선 금릉역,라온하우스,2개,['46개'],월세  23~45,Y,6,공용,N
2760,경기,경기 파주시 금빛로 24-10,2호선 방배역,오늘하우스,1개,['22개'],월세  28~38,Y,N,공용,N
2761,서울,서울 서초구 효령로27길 41,2호선 신당역,스토리하우스,1개,['44개'],월세  35~38,Y,N,공용,N
2762,서울,서울 중구 다산로 257,7호선 어린이대공원역,제이디하우스,1개,['34개'],월세  26~29,Y,N,남성전용,N
2763,서울,서울 광진구 능동로19길 17,8호선 남한산성입구역,댄디고시텔 ,1개,['9개'],월세  50~55,Y,N,공용,N
2764,경기,경기 성남시 중원구 산성대로450번길 3,3호선 충무로역,로카하우스 충무로 2호점,1개,['19개'],월세  45~55,Y,N,공용,N
2765,서울,서울 중구 퇴계로31길 9,7호선 숭실대입구역,행복의공간,1개,['36개'],월세  27~37,Y,N,공용,Y
2766,서울,서울 동작구 상도로 383,5호선 영등포시장역,프라임리빙텔 영등포점,1개,['29개'],월세  33~60,Y,N,공용,N
2767,서울,서울 영등포구 영등포로 226-1,5호선 군자역,단잠하우스,1개,['33개'],월세  28~45,Y,N,공용,N
2768,서울,서울 광진구 천호대로 528,2호선 서울대입구역,갤럭시원룸텔 서울대입구점,9개,['24개'],월세  35~53,Y,2,공용,N
2769,서울,서울 관악구 남부순환로224길 13,3호선 화정역,화정e고시텔,1개,['36개'],월세  18~39,Y,30,공용,N
2770,경기,경기 고양시 덕양구 은빛로 41,5호선 둔촌동역,오픈하우스 둔촌동역점,1개,['41개'],월세  38~60,Y,2,공용,N
2771,서울,서울 강동구 성안로 46,9호선 송파나루역,비더스테이 방이점,1개,['25개'],월세  40~55,Y,N,공용,Y
2772,서울,서울 송파구 올림픽로32길 58,2호선 강남역,모닝레지던스,1개,['32개'],월세  55~75,Y,2,공용,Y
2773,서울,서울 강남구 테헤란로10길 43,2호선 잠실새내역,집 잠실점 고시원,1개,['31개'],월세  38~55,Y,N,공용,N
2774,서울,서울 송파구 석촌호수로 76,8호선 단대오거리역,그린하우스 신구대점,1개,['40개'],월세  31~50,Y,2,공용,Y
2775,경기,경기 성남시 중원구 광명로 321,5호선 목동역,아이비하우스,1개,['39개'],월세  25~48,Y,N,공용,Y
2776,서울,서울 양천구 신정중앙로 92,3호선 양재역,아트리빙텔,빈방없음,['46개'],월세  25~50,Y,4,공용,N
2777,서울,서울 서초구 서운로11길 35,9호선 구반포역,루나하우스 방배1호점,1개,['18개'],월세  40~65,Y,N,여성전용,N
2778,서울,서울 서초구 방배중앙로27길 2,9호선 봉은사역,비더스테이 코엑스점,1개,['41개'],월세  35~60,Y,2,여성전용,Y
2779,서울,서울 강남구 영동대로112길 6,부산1호선 서면역,호원스타우스,1개,['16개'],월세  43~46,Y,N,공용,N
2780,부산,부산 부산진구 동천로108번길 32 ,N,대박미니텔,2개,['48개'],월세  20~28,Y,5,공용,N
2781,광주,광주 북구 서방로 23-5,분당선 영통역,몽쉘하우스 수원,1개,['47개'],월세  25~42,Y,10,공용,Y
2782,경기,경기 수원시 영통구 영일로6번길 33,1호선 노량진역,더 스테이 ,1개,['52개'],월세  65~95,Y,5,공용,Y
2783,서울,서울 동작구 만양로14길 62,인천1호선 계산역,그린고시텔,1개,['34개'],월세  25~30,Y,N,공용,N
2784,인천,인천 계양구 계수로 1,분당선 수원시청역,송악리빙텔,2개,['35개'],월세  20~45,Y,3,공용,N
2785,경기,경기 수원시 팔달구 권광로142번길 43-6,1호선 노량진역,행복고시원,1개,['95개'],월세  20~48,Y,N,공용,Y
2786,서울,서울 동작구 만양로11길 6,4호선 총신대입구(이수)역,마이홈원룸텔 이수점,5개,['37개'],월세  26~45,Y,2,공용,N
2787,서울,서울 동작구 동작대로29길 18 ,8호선 신흥역,한길고시텔,1개,['57개'],월세  23~28,Y,1,공용,Y
2788,경기,경기 성남시 수정구 시민로 141,수인선 인하대역,레브스테이,1개,['66개'],월세  37~50,Y,5,공용,Y
2789,인천,인천 미추홀구 인하로 107 ,2호선 상왕십리역,웰빙텔 왕십리역점,1개,['42개'],월세  25~40,Y,N,공용,N
2790,서울,서울 성동구 왕십리로 329 ,7호선 신중동역,네오플러스 원룸텔,9개,['40개'],월세  33~40,Y,N,공용,Y
2791,경기,경기 부천시 중동로262번길 44,1호선 회기역,굿스테이 원룸텔 경희대점,1개,['12개'],월세  35~45,Y,N,공용,Y
2792,서울,서울 동대문구 이문로 32,N,골든빌 고시텔 ,1개,['31개'],월세  25~35,Y,10,공용,N
2793,충남,충남 천안시 서북구 검은들1길 7,6호선 응암역,새롬하우스,빈방없음,['34개'],월세  50~60,Y,4,여성전용,N
2794,서울,서울 은평구 은평로6길 8-2,9호선 언주역,역삼싱글리빙텔,1개,['24개'],월세  30~45,Y,N,공용,N
2795,서울,서울 강남구 봉은사로30길 47,2호선 사당역,레지던스 라움 사당역점,1개,['52개'],월세  65~80,Y,2,공용,Y
2796,서울,서울 동작구 동작대로7길 56,1호선 노량진역,형설고시원,1개,['10개'],월세  22~28,Y,N,남성전용,N
2797,서울,서울 동작구 장승배기로27길 38,2호선 역삼역,파인트리 레지던스 ,1개,['28개'],월세  40~70,Y,1,공용,N
2798,서울,서울 강남구 테헤란로19길 14,8호선 수진역,이룸원룸텔,빈방없음,['53개'],월세  25~35,Y,N,공용,N
2799,경기,경기 성남시 중원구 원터로 106,9호선 사평역,앤드위스테이,1개,['33개'],월세  40~70,Y,1,공용,Y
2800,서울,서울 서초구 고무래로8길 13,N,에스라원룸텔,1개,['12개'],월세  36~38,Y,N,여성전용,N
2801,경기,경기 안산시 단원구 초지로 100,분당선 야탑역,미래리빙텔,1개,['35개'],월세  25~40,Y,3,공용,N
2802,경기,경기 성남시 분당구 성남대로926번길 18,5호선 화곡역,힐링원룸텔,1개,['31개'],월세  25~32,Y,N,공용,N
2803,서울,서울 강서구 강서로33가길 68,3호선 신사역,더스테이 신사,1개,['43개'],월세  62~79,Y,N,공용,Y
2804,서울,서울 강남구 강남대로152길 33,1호선 성균관대역,서프라이즈 원룸텔,빈방없음,['52개'],월세  38~45,Y,9,공용,Y
2805,경기,경기 수원시 장안구 화산로 207,2호선 을지로3가역,이룸하우스,1개,['35개'],월세  35~50,Y,N,공용,N
2806,서울,서울 중구 충무로 54-3,7호선 상도역,라임하우스 노량진 상도점,1개,['60개'],월세  27~50,Y,N,공용,N
2807,서울,서울 동작구 상도로34길 34,5호선 군자역,휴식 군자점,1개,['28개'],월세  45~70,Y,N,공용,Y
2808,서울,서울 광진구 천호대로 531 ,2호선 역삼역,쁘띠하우스 역삼역점,1개,['29개'],월세  40~70,Y,2,공용,N
2809,서울,서울 강남구 테헤란로33길 13,경춘선 망우역,평안한 고시원 ,1개,['30개'],월세  20~29,Y,2,공용,N
2810,서울,서울 중랑구 망우로62길 57,5호선 신정역,프리미엄고시텔 해나하우스,1개,['37개'],월세  38~55,Y,4,공용,Y
2811,서울,서울 양천구 목동로11길 43,2호선 삼성역,삼성역레지던스 원룸텔,6개,['27개'],월세  40~55,Y,2,공용,N
2812,서울,서울 강남구 테헤란로113길 13,분당선 수내역,아름빌하우스 수내점,1개,['41개'],월세  45~50,Y,N,여성전용,N
2813,경기,경기 성남시 분당구 황새울로258번길 42,3호선 주엽역,스카이하우스,1개,['74개'],월세  30~50,Y,20,공용,N
2814,경기,경기 고양시 일산서구 중앙로 1416,2호선 충정로역,도도하우스 서대문점,1개,['28개'],월세  30~70,Y,N,공용,N
2815,서울,서울 서대문구 충정로 43-4,1호선 지행역,좋은사람들,빈방없음,['13개'],월세  35~38,Y,1,공용,N
2816,경기,경기 동두천시 지행로 50,N,스타하우스,1개,['30개'],월세  22~29,Y,10,공용,N
2817,광주,광주 북구 서방로19번길 10-7,3호선 남부터미널역,스테이제이 남부터미널역점,1개,['23개'],월세  45~56,Y,N,공용,Y
2818,서울,서울 서초구 남부순환로331길 6-3,9호선 언주역,노블레지던스 강남점,10개,['51개'],월세  40~65,Y,8,공용,Y
2819,서울,서울 강남구봉은사로29길 24,2호선 역삼역,루나하우스 강남점,7개,['54개'],월세  45~60,Y,N,공용,N
2820,서울,서울 강남구 역삼로20길 6,4호선 반월역,오픈하우스 반월점,1개,['68개'],월세  35~40,Y,N,공용,N
2821,경기,경기 안산시 상록구 건건3길 5,5호선 오목교역,사과나무리빙텔,1개,['32개'],월세  35~42,Y,5,공용,N
2822,서울,서울 양천구 신목로 108-10,7호선 남구로역,가산베스트원룸텔,1개,['40개'],월세  38~55,Y,3,공용,N
2823,서울,서울 구로구 디지털로20길 6,2호선 신정네거리역,코코레지던스 목동신정점,1개,['53개'],월세  25~45,Y,12,공용,N
2824,서울,서울 양천구 신월로 324,5호선 영등포시장역,파크리빙텔,1개,['25개'],월세  35~55,Y,N,공용,N
2825,서울,서울 영등포구 국회대로54길 35,1호선 병점역,오픈하우스 병점역점,1개,['21개'],월세  30~40,Y,N,공용,N
2826,경기,경기 화성시 떡전골로 120-2,2호선 을지로3가역,꼼배꼼하우스,1개,['28개'],월세  30~33,Y,N,공용,N
2827,서울,서울 중구 마른내로2길 30,N,이e삼산고시원,1개,['27개'],월세  29~33,Y,12,공용,N
2828,울산,울산 남구 산업로643번길 22,N,공감스테이,빈방없음,['37개'],월세  29~35,Y,5,공용,Y
2829,광주,광주 북구 호동로 25-10,7호선 신대방삼거리역,새비낭하우스,2개,['35개'],월세  26~28,Y,3,공용,N
2830,서울,서울 동작구 국사봉1길 18,3호선 양재역,다미스테이,1개,['36개'],월세  32~79,Y,N,공용,Y
2831,서울,서울 강남구 강남대로62길 12,2호선 교대역,오픈하우스 교대역점,1개,['50개'],월세  33~55,Y,2,공용,Y
2832,서울,서울 서초구 서초대로50길 75,N,삼성고시텔,1개,['46개'],월세  25~50,Y,4,공용,N
2833,경기,경기 안산시 상록구 부곡로 118,N,덕현원룸텔 서울대점,1개,['30개'],월세  33~40,Y,1,공용,N
2834,서울,서울 관악구 호암로20길 79-12,1호선 오산역,리첸하우스 오산시청점,1개,['45개'],월세  33~43,Y,9,공용,N
2835,경기,경기 오산시 성호대로 123,9호선 구반포역,레지던스 나무,1개,['30개'],월세  35~53,Y,2,공용,N
2836,서울,서울 서초구 방배중앙로 173,3호선 경찰병원역,코코리빙텔 가락점,1개,['25개'],월세  25~38,Y,1,공용,N
2837,서울,서울 송파구 송파대로30길 41-4,1호선 회기역,아이게스트하우스 경희대점,1개,['41개'],월세  30~60,Y,10,공용,Y
2838,서울,서울 동대문구 회기로 188,9호선 노들역,펠리스홈,10개,['45개'],월세  36~55,Y,N,공용,Y
2839,서울,서울 동작구 매봉로 156,N,우리집원룸텔,1개,['15개'],월세  33~37,Y,N,공용,N
2840,경기,경기 안산시 단원구 초지로 114,2호선 홍대입구역,로뎀원룸리빙텔 홍대점,8개,['29개'],월세  32~55,Y,N,공용,N
2841,서울,서울 마포구 와우산로23길 14,에버라인동백역,더로프트 용인,1개,['22개'],월세  43~53,Y,22,공용,N
2842,경기,경기 용인시 기흥구 동백3로11번길 7,2호선 을지로3가역,아르테 프리미엄 원룸텔 명동점,빈방없음,['40개'],월세  35~45,Y,N,공용,N
2843,서울,서울 중구 수표로10길 9,2호선 구로디지털단지역,스토리하우스 구로디지털점,1개,['36개'],월세  28~38,Y,N,공용,N
2844,서울,서울 구로구 디지털로32나길 29,7호선 남구로역,만옥스테이,1개,['30개'],월세  35~50,Y,N,공용,N
2845,서울,서울 구로구 남부순환로 1279,1호선 부평역,망고스테이,8개,['100개'],월세  28~45,Y,N,공용,Y
2846,인천,인천 부평구 경원대로1367번길 4,1호선 노량진역,젊은공간 원룸텔 노량진역점,1개,['42개'],월세  60~85,Y,N,공용,Y
2847,서울,서울 동작구 노량진로8길 39,경춘선 금곡역,유플러스시티,1개,['94개'],월세  28~38,Y,40,공용,Y
2848,경기,경기 남양주시 사릉로 14,7호선 상동역,보보레지던스 원룸텔,1개,['27개'],월세  28~32,Y,N,공용,N
2849,경기,경기 부천시 소향로 29,1호선 외대앞역,비즈원룸텔,1개,['58개'],월세  27~55,Y,2,공용,Y
2850,서울,서울 동대문구 이문로 88,2호선 역삼역,하늘원룸텔,1개,['37개'],월세  27~45,Y,N,공용,Y
2851,서울,서울 강남구 논현로76길 8,부산1호선 초량역,하버하우스고시텔,1개,['27개'],월세  26~33,Y,N,남성전용,N
2852,부산,부산 동구 중앙대로296번길 7,분당선 태평역,갤러리하우스 ,1개,['40개'],월세  35~50,Y,2,공용,N
2853,경기,경기 성남시 수정구 수정로 94-1 ,7호선 신대방삼거리역,클래식리빙텔,1개,['43개'],월세  27~38,Y,N,공용,N
2854,서울,서울 동작구 국사봉1길 32,2호선 사당역,수연하우스,1개,['43개'],월세  45~45,Y,8,공용,Y
