,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리
0,서울,서울 서대문구 증가로 130,N,대일고시원,빈방없음,['40개'],월세  20~30,Y,N,공용,N
1,서울,서울 서대문구 증가로 130,1호선 노량진역,상아탑고시원,빈방없음,['34개'],월세  45~55,Y,N,공용,N
2,서울,서울 동작구 노량진로14가길 8,2호선 홍대입구역,소호리빙텔 홍대신촌점,빈방없음,['46개'],월세  26~47,Y,4,공용,Y
3,서울,서울 마포구 신촌로8길 5,7호선 어린이대공원역,해피존고시텔,빈방없음,['40개'],월세  18~28,Y,4,공용,N
4,서울,서울 광진구 군자로 100,7호선 중곡역,리빙캐슬 중곡점,빈방없음,['38개'],월세  35~45,Y,5,공용,N
5,서울,서울 광진구 능동로 378,2호선 사당역,싱글하우스 사당점,빈방없음,['60개'],월세  27~30,Y,2,공용,N
6,서울,서울 동작구 남부순환로271가길 2,5호선 답십리역,노블레지던스 답십리역점,빈방없음,['26개'],월세  40~60,Y,N,공용,Y
7,서울,서울 동대문구 사가정로2길 139,1호선 광운대역,리빙캐슬 광운대점,1개,['37개'],월세  26~45,Y,2,공용,N
8,서울,서울 노원구 석계로 95 월계1동 411-53,인천1호선 경인교대입구역,태양고시원,1개,['60개'],월세  18~25,Y,N,공용,N
9,인천,인천 계양구 계산천서로 43,1호선 광운대역,한일고시원,빈방없음,['36개'],월세  22~35,Y,3,공용,N
10,서울,서울 노원구 석계로15길 25,N,청학고시원,1개,['36개'],월세  15~23,Y,N,남성전용,N
11,서울,서울 관악구 대학14길 69 ,2호선 신림역,한빛고시원,빈방없음,['30개'],월세  22~22,Y,100,남성전용,N
12,서울,서울 관악구 신원로 16,4호선 총신대입구(이수)역,허브리빙텔 이수총신대역점,1개,['43개'],월세  25~48,Y,5,공용,N
13,서울,서울 동작구 사당로29가길 47,3호선 연신내역,하이고시텔,빈방없음,['66개'],월세  20~27,Y,2,공용,N
14,서울,서울 은평구 통일로 915,1호선 대방역,삼성원룸텔,1개,['14개'],월세  30~39,Y,N,공용,N
15,서울,서울 동작구 등용로 124,2호선 신촌역,그린여성리빙텔,빈방없음,['21개'],월세  32~47,Y,2,여성전용,N
16,서울,서울 마포구 신촌로12나길8,에버라인강남대역,트리빌원룸텔,9개,['83개'],월세  20~45,Y,14,공용,N
17,경기,경기 용인시 기흥구 강남서로 9,7호선 공릉역,탑고시텔,빈방없음,['50개'],월세  20~38,Y,5,공용,N
18,서울,서울 노원구 동일로192길 87,5호선 아차산역,심플하우스 중곡점,1개,['36개'],월세  35~43,Y,2,공용,N
19,서울,서울 광진구 천호대로127길 16,2호선 방배역,21세기원룸텔고시원,3개,['36개'],월세  18~33,Y,N,공용,N
20,서울,서울 서초구 방배로 57,경의중앙선 중랑역,동부고시원,빈방없음,['25개'],월세  20~27,Y,N,공용,N
21,서울,서울 중랑구 중랑천로10길 68,1호선 회기역,아이비고시원,빈방없음,['22개'],월세  15~22,Y,N,공용,N
22,서울,서울 동대문구 이문로 70,6호선 태릉입구역,노블레지던스 태릉점,빈방없음,['40개'],월세  42~45,Y,N,공용,N
23,서울,서울 노원구 동일로174길 44,6호선 태릉입구역,에덴고시원,빈방없음,['56개'],월세  24~38,Y,7,공용,N
24,서울,서울 중랑구 공릉로 77,6호선 태릉입구역,자유고시원,빈방없음,['46개'],월세  18~27,Y,N,공용,N
25,서울,서울 노원구 공릉로 95,2호선 홍대입구역,신형고시원,1개,['60개'],월세  17~40,Y,8,남성전용,N
26,서울,서울 서대문구 성산로 396,3호선 경찰병원역,가윤원룸텔,빈방없음,['14개'],월세  40~55,Y,N,공용,Y
27,서울,서울 송파구 송이로 155,분당선 이매역,이매고시텔,빈방없음,['55개'],월세  26~48,Y,N,공용,N
28,경기,경기 성남시 분당구 이매로 51,분당선 수내역,씨티하우스,빈방없음,['46개'],월세  35~60,Y,5,공용,N
29,경기,경기 성남시 분당구 황새울로258번길 10-7 ,9호선 삼성중앙역,네오원룸텔,빈방없음,['32개'],월세  40~55,Y,N,공용,N
30,서울,서울 강남구 삼성로 539,9호선 흑석역,아인스리빙텔,1개,['37개'],월세  20~40,Y,N,공용,N
31,서울,서울 동작구 서달로14가길 1,1호선 종로5가역,게스트고시텔,빈방없음,['41개'],월세  26~40,Y,N,공용,N
32,서울,서울 종로구 종로5가 231-9,6호선 대흥역,대흥고시텔,1개,['40개'],월세  30~70,Y,N,공용,N
33,서울,서울 마포구 대흥로 100-1,3호선 홍제역,유진고시원,빈방없음,['39개'],월세  24~30,Y,N,공용,N
34,서울,서울 서대문구 통일로 457,1호선 신길역,해피하우스 대방점,1개,['60개'],월세  27~40,Y,2,공용,N
35,서울,서울 영등포구 도신로64길 16,1호선 안양역,해피룸고시텔,빈방없음,['52개'],월세  20~35,Y,N,공용,N
36,경기,경기 안양시 만안구 장내로 123,2호선 문래역,태성고시텔,빈방없음,['45개'],월세  20~35,Y,2,공용,N
37,서울,서울 영등포구 선유로 42,4호선 성신여대입구역,리빙캐슬 성신여대점,1개,['40개'],월세  38~55,Y,3,공용,Y
38,서울,서울 성북구 동소문로20길 36,9호선 신논현역,드림하우스 원룸텔 강남역점,빈방없음,['39개'],월세  25~42,Y,N,공용,N
39,서울,서울 강남구 봉은사로2길 7,8호선 문정역,삼성리빙텔 문정역점,빈방없음,['55개'],월세  18~60,Y,N,공용,N
40,서울,서울 송파구 동남로 126,1호선 외대앞역,에덴고시원 외대점,빈방없음,['38개'],월세  22~33,Y,N,공용,N
41,서울,서울 동대문구 이문로 82,1호선 신설동역,테마고시텔,빈방없음,['40개'],월세  30~60,Y,N,공용,N
42,서울,서울 동대문구 왕산로 9-1,2호선 구의역,그루레지던스 구의점,1개,['37개'],월세  30~40,Y,N,공용,N
43,서울,서울 광진구 아차산로 421,2호선 선 릉역,라임하우스 대치선릉점,빈방없음,['40개'],월세  25~50,Y,6,공용,Y
44,서울,서울 강남구 역삼로73길 6,3호선 양재역,에덴하우스 양재역점,빈방없음,['44개'],월세  40~60,Y,2,공용,Y
45,서울,서울 서초구 강남대로34길 47,3호선 양재역,코코레지던스 양재점,빈방없음,['55개'],월세  32~55,Y,6,공용,Y
46,서울,서울 서초구 강남대로30길 18,1호선 개봉역,솔고시원,9개,['30개'],월세  26~35,Y,2,공용,N
47,서울,서울 구로구 경인로40길 11,분당선 야탑역,스카이원룸고시텔,빈방없음,['63개'],월세  26~36,Y,N,공용,N
48,경기,경기 성남시 분당구 야탑로75번길 9,4호선 혜화역,스타원룸텔,빈방없음,['35개'],월세  43~55,Y,N,공용,Y
49,서울,서울 종로구 창경궁로 235,1호선 광운대역,성북화이트빌,빈방없음,['47개'],월세  25~50,Y,8,공용,N
50,서울,서울 노원구 광운로19가길 24,8호선 단대오거리역,마이빌고시원,빈방없음,['68개'],월세  18~40,Y,10,공용,N
51,경기,경기 성남시 중원구 산성대로 366,2호선 신당역,힐리빙텔,빈방없음,['39개'],월세  24~50,Y,N,공용,N
52,서울,서울 중구 퇴계로 463,7호선 숭실대입구역,소호리빙텔 숭실중앙대점,빈방없음,['30개'],월세  18~27,Y,N,공용,Y
53,서울,서울 동작구 상도로37길65 ,2호선 신대방역,벤처원룸텔,1개,['20개'],월세  25~40,Y,1,공용,N
54,서울,서울 관악구 난곡로 347,5호선 영등포시장역,탑레지던스 영등포점,빈방없음,['45개'],월세  30~50,Y,N,공용,N
55,서울,서울 영등포구 영신로38길 18,2호선 신촌역,하늘원룸텔,빈방없음,['32개'],월세  40~70,Y,N,공용,N
56,서울,서울 서대문구 연세로7길 25,5호선 영등포시장역,마이홈원룸텔 영등포중앙점,빈방없음,['39개'],월세  30~65,Y,N,공용,Y
57,서울,서울 영등포구 영신로38길 15,4호선 성신여대입구역,조이고시텔,빈방없음,['40개'],월세  18~25,Y,N,공용,N
58,서울,서울 성북구 동소문로17길 1,4호선 한성대입구역,아이게스트하우스 대학로점,10개,['0개'],월세  28~36,Y,1,공용,Y
59,서울,서울 종로구 혜화로 31,7호선 어린이대공원역,한마음고시원,빈방없음,['40개'],월세  18~40,Y,3,공용,Y
60,서울,서울 광진구 광나루로12길 19,6호선 태릉입구역,노블큐Q고시텔,1개,['36개'],월세  36~60,Y,N,공용,N
61,서울,서울 노원구 화랑로 455,7호선 공릉역,스토리하우스 과학기술대점,1개,['40개'],월세  25~45,Y,3,공용,Y
62,서울,서울 노원구 동일로198길 78,2호선 구의역,더레지던스 구의,빈방없음,['33개'],월세  40~45,Y,N,공용,N
63,서울,서울 광진구 아차산로 383,5호선 청구역,하이리빙텔 신당역점,1개,['40개'],월세  32~40,Y,N,공용,N
64,서울,서울 중구 다산로33가길 23,7호선 상도역,코쿤하우스 노량진점,빈방없음,['40개'],월세  38~43,Y,N,공용,N
65,서울,서울 동작구 상도로31길 83,7호선 신중동역,스토리하우스 원룸텔,1개,['30개'],월세  25~38,Y,N,공용,N
66,경기,경기 부천시 중동로254번길 53,2호선 신촌역,더블유 W하우스,빈방없음,['30개'],월세  40~50,Y,N,공용,Y
67,서울,서울 서대문구 연세로9길 19,6호선 구산역,한우리고시텔,빈방없음,['40개'],월세  21~25,Y,N,공용,N
68,서울,서울 은평구 서오릉로 112,5호선 방이역,한우리고시텔,빈방없음,['60개'],월세  18~25,Y,N,공용,N
69,서울,서울 송파구 위례성대로20길 22,2호선 신촌역,휴레지던스 신촌점,1개,['32개'],월세  25~60,Y,2,공용,Y
70,서울,서울 서대문구 연세로7안길 21,5호선 신정역,한우리고시원,1개,['55개'],월세  18~26,Y,6,공용,N
71,서울,서울 양천구 오목로 203,2호선 당산역,더하우스 원룸텔 당산점,빈방없음,['40개'],월세  41~70,Y,N,공용,N
72,서울,서울 영등포구 양평로12길 7,2호선 당산역,게스트하우스 당산점,1개,['48개'],월세  30~50,Y,N,공용,Y
73,서울,서울 영등포구 양평로12가길 5,2호선 강남역,라임하우스원룸텔 강남역점,빈방없음,['50개'],월세  35~50,Y,N,공용,Y
74,서울,서울 강남구 역삼로5길 5,2호선 홍대입구역,윤희고시텔,빈방없음,['80개'],월세  40~50,Y,N,공용,Y
75,서울,서울 마포구 홍익로2길 23,2호선 구로디지털단지역,아이게스트하우스,1개,['32개'],월세  26~36,Y,2,공용,N
76,서울,서울 구로구 시흥대로163길 15,7호선 어린이대공원역,바롬고시텔,빈방없음,['45개'],월세  25~30,Y,N,공용,Y
77,서울,서울 광진구 광나루로 436,1호선 석계역,마이하우스,1개,['26개'],월세  45~65,Y,5,공용,N
78,서울,서울 노원구 화랑로45길 8,7호선 남구로역,홈리빙텔,빈방없음,['30개'],월세  20~50,Y,N,공용,N
79,서울,서울 구로구 구로동로26길 81,2호선 왕십리역,코지리빙텔 한양대점,1개,['30개'],월세  30~41,Y,3,공용,Y
80,서울,서울 성동구 왕십리로 284-1,1호선 신설동역,아일랜드레지던스,빈방없음,['38개'],월세  35~40,Y,N,공용,Y
81,서울,서울 종로구 난계로 243,신분당선 양재시민의숲역,노블레지던스 양재점,빈방없음,['42개'],월세  30~48,Y,N,공용,Y
82,서울,서울 서초구 동산로2길 11 ,1호선 주안역,펠리스원룸텔 주안점,1개,['13개'],월세  30~35,Y,N,공용,N
83,인천,인천 미추홀구 미추홀대로734번길 25-15,1호선 주안역,경도고시원,빈방없음,['11개'],월세  20~50,Y,N,공용,N
84,인천,인천 미추홀구 미추홀대로734번길 26,3호선 정발산역,리빙플러스 정발산점,빈방없음,['30개'],월세  30~50,Y,N,공용,N
85,경기,경기 고양시 일산동구 중앙로1261번길 61,8호선 문정역,문정원룸고시텔,1개,['25개'],월세  33~45,Y,N,공용,N
86,서울,서울 송파구 송파대로22길 4-11,7호선 상동역,상동고시텔,빈방없음,['20개'],월세  35~40,Y,N,공용,N
87,경기,경기 부천시 길주로77번길 19-6,4호선 혜화역,오투원룸텔 대학로점,1개,['26개'],월세  25~31,Y,N,공용,Y
88,서울,서울 종로구 대학로11길 38-3,4호선 산본역,대원리빙텔,빈방없음,['35개'],월세  30~50,Y,N,공용,N
89,경기,경기 군포시 산본로323번길 26-30,4호선 산본역,나무그늘 고시원 원룸텔,빈방없음,['30개'],월세  30~42,Y,N,공용,N
90,경기,경기 군포시 산본로323번길 26-22,신분당선 양재시민의숲역,아인캐슬,빈방없음,['30개'],월세  37~45,Y,2,공용,N
91,서울,서울 서초구 마방로10길 22,4호선 인덕원역,휴먼고시텔,빈방없음,['56개'],월세  20~26,Y,N,공용,N
92,경기,경기 안양시 동안구 인덕원로24번길 26,4호선 산본역,산본고시원,빈방없음,['54개'],월세  16~25,Y,N,공용,N
93,경기,경기 군포시 산본로323번길 24,3호선 매봉역,리빙웰,9개,['32개'],월세  42~55,Y,3,공용,N
94,서울,서울 강남구 논현로64길 14,7호선 어린이대공원역,이삭고시원 어린이대공원역점,빈방없음,['35개'],월세  10~26,Y,1,공용,N
95,서울,서울 광진구 능동로19길 36,2호선 건대입구역,싱글하우스 건대성수점,빈방없음,['60개'],월세  15~50,Y,N,공용,Y
96,서울,서울 성동구 동일로 135-1,7호선 어린이대공원역,웰빙텔,빈방없음,['39개'],월세  15~50,Y,2,공용,Y
97,서울,서울 광진구 군자로 49,4호선 한대앞역,아트고시텔,1개,['30개'],월세  20~25,Y,N,남성전용,N
98,경기,경기 안산시 상록구 양지편로 36,4호선 한대앞역,동산원룸하우스,빈방없음,['40개'],월세  30~50,Y,N,공용,Y
99,경기,경기 안산시 상록구 광덕1로 381,3호선 경복궁역,리빙캐슬 광화문점,빈방없음,['39개'],월세  33~50,Y,2,공용,N
100,서울,서울 종로구 자하문로1가길 5,5호선 서대문역,장원고시원,빈방없음,['24개'],월세  23~25,Y,N,공용,Y
101,서울,서울 서대문구 경기대로 63,3호선 동대입구역,메르디앙 리빙텔,1개,['60개'],월세  20~60,Y,4,공용,N
102,서울,서울 중구 장충단로7길 35,7호선 장승배기역,소호빌리지,빈방없음,['80개'],월세  27~37,Y,10,공용,Y
103,서울,서울 동작구 장승배기로15길 16,1호선 영등포역,플러스하우스,1개,['38개'],월세  22~40,Y,4,공용,Y
104,서울,서울 영등포구 신길로 200-20,1호선 신길역,아이원고시텔,빈방없음,['30개'],월세  25~50,Y,N,공용,N
105,서울,서울 영등포구 도신로 228,우이신설선 삼양역,오투리빙텔 미아점,빈방없음,['69개'],월세  28~45,Y,N,공용,N
106,서울,서울 강북구 삼양로 258,1호선 동묘앞역,파인하우스 동묘점,빈방없음,['51개'],월세  30~45,Y,N,공용,N
107,서울,서울 종로구 종로 346,1호선 동대문역,웰빙텔,빈방없음,['30개'],월세  33~50,Y,N,공용,N
108,서울,서울 종로구 종로44길 21,2호선 이대역,스토리하우스 이대점,빈방없음,['53개'],월세  30~45,Y,N,공용,N
109,서울,서울 마포구 신촌로 220,2호선 구로디지털단지역,라임하우스 구로디지탈단지점,빈방없음,['35개'],월세  30~45,Y,N,공용,N
110,서울,서울 구로구 시흥대로163길 15,2호선 합정역,영빈고시원,1개,['31개'],월세  20~30,Y,N,공용,N
111,서울,서울 마포구 양화로 99,7호선 상도역,규장각 여성전용고시텔,빈방없음,['18개'],월세  45~45,Y,1,여성전용,N
112,서울,서울 동작구 흑석로 2,2호선 방배역,삼성원룸텔,빈방없음,['48개'],월세  21~50,Y,2,공용,Y
113,서울,서울 서초구 효령로31길 32,2호선 서울대입구역,웰빙고시원,빈방없음,['30개'],월세  23~29,Y,N,공용,N
114,서울,서울 관악구 남부순환로 1870,7호선 어린이대공원역,블루힐하우스 원룸텔,빈방없음,['16개'],월세  50~50,Y,N,공용,N
115,서울,서울 광진구 광나루로 378,2호선 강남역,코코레지던스 역삼점,빈방없음,['51개'],월세  35~68,Y,2,공용,Y
116,서울,서울 강남구 역삼로2길 15,8호선 강동구청역,2레지던스 천호점,빈방없음,['22개'],월세  28~38,Y,4,공용,N
117,서울,서울 송파구 올림픽로 587-1,9호선 봉은사역,더샵레지던스,빈방없음,['31개'],월세  48~69,Y,2,공용,N
118,서울,서울 강남구 영동대로114길 10,4호선 중앙역,힐링원룸텔,빈방없음,['15개'],월세  35~45,Y,N,공용,N
119,경기,경기 안산시 단원구 광덕4로 260,2호선 영등포구청역,심플하우스 영등포구청역점,4개,['32개'],월세  35~45,Y,N,공용,N
120,서울,서울 영등포구 양산로 95,5호선 공덕역,오투하우스,1개,['50개'],월세  30~55,Y,N,공용,Y
121,서울,서울 마포구 만리재옛길 22 ,경의중앙선 행신역,스완원룸텔,빈방없음,['29개'],월세  30~42,Y,5,공용,Y
122,경기,경기 고양시 덕양구 무원로6번길 61,2호선 홍대입구역,2030리빙텔,1개,['29개'],월세  27~36,Y,N,공용,N
123,서울,서울 마포구 연희로 1길 30-5,7호선 철산역,소호리빙텔 광명점,빈방없음,['42개'],월세  27~42,Y,N,공용,Y
124,경기,경기 광명시 도덕공원로 73,5호선 애오개역,힐하우스,빈방없음,['48개'],월세  40~50,Y,6,여성전용,N
125,서울,서울 마포구 효창목길 30,3호선 매봉역,심플하우스 양재역점,1개,['38개'],월세  37~75,Y,5,공용,N
126,서울,서울 서초구 논현로169,신분당선 양재시민의숲역,양재고시원,1개,['33개'],월세  24~33,Y,N,공용,N
127,서울,서울 서초구 동산로 14,분당선 야탑역,디앤에이치 D&H 원룸텔,빈방없음,['70개'],월세  42~50,Y,6,공용,Y
128,경기,경기 성남시 분당구 성남대로916번길 11,2호선 역삼역,파인하우스 강남역삼점,빈방없음,['63개'],월세  27~33,Y,N,공용,Y
129,서울,서울 강남구 테헤란로14길 43-1,1호선 부천역,베리굿원룸텔,5개,['65개'],월세  30~30,Y,N,공용,N
130,경기,경기 부천시 장말로372번길 20,1호선 소사역,소사고시원,빈방없음,['50개'],월세  18~30,Y,20,공용,N
131,경기,경기 부천시 소사로 257,4호선 혜화역,코니하우스 대학로점,6개,['49개'],월세  28~45,Y,4,공용,Y
132,서울,서울 종로구 동숭길 117,2호선 구의역,하이리빙텔 구의역점,빈방없음,['33개'],월세  30~40,Y,N,공용,N
133,서울,서울 광진구 아차산로 382,1호선 회기역,시티고시텔,빈방없음,['42개'],월세  25~33,Y,N,공용,N
134,서울,서울 동대문구 망우로21길 52,2호선 건대입구역,멀티하우스,빈방없음,['26개'],월세  28~38,Y,N,공용,N
135,서울,서울 광진구 동일로18길 78 ,분당선 수원시청역,요한하우스 고시텔,빈방없음,['21개'],월세  30~35,Y,10,공용,N
136,경기,경기 수원시 팔달구 인계로108번길 49,8호선 문정역,학사원룸고시텔,1개,['28개'],월세  22~40,Y,2,공용,N
137,서울,서울 송파구 동남로6길 20,8호선 몽촌토성역,에코하우스,빈방없음,['29개'],월세  40~50,Y,N,공용,N
138,서울,서울 송파구 올림픽로32길 18,1호선 대방역,태종고시텔,빈방없음,['22개'],월세  35~55,Y,3,공용,Y
139,서울,서울 동작구 등용로 84-1,경의중앙선 금릉역,금촌휴미니텔,1개,['71개'],월세  30~50,Y,12,공용,Y
140,경기,경기 파주시 동산1길 5,신분당선 수지구청역,리빙캐슬 용인수지점,1개,['52개'],월세  33~42,Y,12,공용,N
141,경기,경기 용인시 수지구 수지로342번길 34,분당선 야탑역,보보레지던스 분당야탑점,빈방없음,['30개'],월세  40~45,Y,10,공용,N
142,경기,경기 성남시 분당구 성남대로926번길 12,4호선 한성대입구역,싱글하우스 한성대점,8개,['29개'],월세  29~45,Y,N,공용,Y
143,서울,서울 성북구 삼선교로10길 26,7호선 면목역,소호리빙텔 면목점,1개,['28개'],월세  29~43,Y,1,공용,N
144,서울,서울 중랑구 면목로 371,7호선 상동역,캐슬비앤엘,빈방없음,['23개'],월세  39~45,Y,4,공용,N
145,경기,경기 부천시 길주로77번길 19-27,7호선 장승배기역,소호리빙텔 노량진점,빈방없음,['30개'],월세  32~50,Y,N,공용,Y
146,서울,서울 동작구 장승배기로 124 ,7호선 광명사거리역,광명고시텔,빈방없음,['58개'],월세  30~40,Y,N,공용,N
147,경기,경기 광명시 오리로975번길 3,1호선 부천역,중앙고시텔,빈방없음,['36개'],월세  17~29,Y,N,공용,N
148,경기,경기 부천시 부천로 57 ,분당선 영통역,베스트빌,빈방없음,['17개'],월세  39~45,Y,3,공용,N
149,경기,경기 수원시 영통구 반달로7번길 16,1호선 시청역,토브리빙텔,7개,['28개'],월세  35~45,Y,N,공용,N
150,서울,서울 중구 세종대로14길 34,분당선 죽전역,팰리스리빙텔,1개,['40개'],월세  24~36,Y,10,공용,N
151,경기,경기 용인시 기흥구 죽현로 8-22,1호선 영등포역,나혼자잔다 1호점,빈방없음,['32개'],월세  30~38,Y,N,공용,Y
152,서울,서울 영등포구 영신로 32-4,1호선 영등포역,나혼자잔다 2호점,빈방없음,['50개'],월세  37~38,Y,N,공용,Y
153,서울,서울 영등포구 영신로20가길 5-6,5호선 마포역,마포 원고시텔,10개,['49개'],월세  40~52,Y,N,공용,N
154,서울,서울 마포구 토정로35길 11,에버라인김량장역,드림리빙텔,빈방없음,['53개'],월세  28~36,Y,N,공용,N
155,경기,경기 용인시 처인구 금령로 29,7호선 장승배기역,리빙캐슬 노량진점,빈방없음,['49개'],월세  29~50,Y,N,공용,Y
156,서울,서울 동작구 장승배기로135,분당선 영통역,오투원룸텔 수원영통점,1개,['53개'],월세  28~48,Y,50,공용,N
157,경기,경기 수원시 영통구 반달로 21,분당선 서현역,프라임원룸텔 서현역점,빈방없음,['83개'],월세  32~70,Y,50,공용,Y
158,경기,경기 성남시 분당구 서현로210번길 10,1호선 종각역,종각레지던스,빈방없음,['40개'],월세  45~58,Y,N,공용,N
159,서울,서울 종로구 우정국로 43,3호선 약수역,라이프하우스 원룸텔,1개,['35개'],월세  40~65,Y,N,공용,N
160,서울,서울 중구 다산로 128-14,2호선 을지로4가역,중구고시텔,1개,['50개'],월세  20~35,Y,N,공용,N
161,서울,서울 중구 을지로32길 33 ,4호선 중앙역,소망고시원,빈방없음,['37개'],월세  17~27,Y,2,공용,N
162,경기,경기 안산시 단원구 고잔로 112,분당선 정자역,애플원룸텔 정자점,빈방없음,['32개'],월세  38~65,Y,N,공용,N
163,경기,경기 성남시 분당구 성남대로331번길 3-10 ,1호선 병점역,하이원룸,1개,['28개'],월세  30~37,Y,4,공용,N
164,경기,경기 화성시 병점서로 76,4호선 성신여대입구역,원더하우스,1개,['25개'],월세  40~50,Y,N,여성전용,N
165,서울,서울 성북구 동소문로20길 29-12 4,2호선 신촌역,연세오피스텔,빈방없음,['27개'],월세  40~60,Y,30,공용,N
166,서울,서울 서대문구 연세로9길 37,분당선 죽전역,아이원리빙텔,빈방없음,['43개'],월세  32~55,Y,43,공용,N
167,경기,경기 용인시 기흥구 죽전로 20,N,삼성원룸텔,1개,['40개'],월세  25~35,Y,40,공용,N
168,경기,경기 안산시 단원구 원포공원1로 67,3호선 충무로역,화인리빙텔,빈방없음,['56개'],월세  30~45,Y,N,공용,N
169,서울,서울 중구 수표로2길 5,1호선 노량진역,스코프원룸고시텔,빈방없음,['20개'],월세  35~40,Y,N,남성전용,N
170,서울,서울 동작구 장승배기로24길 12,3호선 충무로역,클래식 충무로 고시텔,빈방없음,['65개'],월세  25~40,Y,N,공용,N
171,서울,서울 중구 퇴계로 247,1호선 동대문역,가사미아리빙텔,1개,['20개'],월세  28~45,Y,3,공용,Y
172,서울,서울 종로구 율곡로27길 7-3,경춘선 망우역,코니하우스 상봉점,빈방없음,['33개'],월세  32~42,Y,5,공용,N
173,서울,서울 중랑구 봉우재로57길 47,7호선 면목역,더블유 W하우스,빈방없음,['30개'],월세  35~40,Y,2,공용,N
174,서울,서울 중랑구 용마산로 389,1호선 종각역,한솔고시텔,빈방없음,['30개'],월세  22~35,Y,N,공용,Y
175,서울,서울 종로구 삼일대로15길 3,1호선 망월사역,한아름고시원,1개,['103개'],월세  29~42,Y,20,공용,Y
176,경기,경기 의정부시 평화로202번길 13 ,경춘선 망우역,코코리빙텔 상봉점,1개,['49개'],월세  35~50,Y,9,공용,N
177,서울,서울 중랑구 용마산로115길 71,1호선 시청역,삼성리빙텔 시청점,빈방없음,['43개'],월세  40~70,Y,N,공용,Y
178,서울,서울 중구 세종대로 72-1,인천1호선 경인교대입구역,해피하우스 경인교대역점,7개,['70개'],월세  23~65,Y,10,공용,Y
179,인천,인천 계양구 계양대로119번길 7,5호선 발산역,한빛고시원,빈방없음,['60개'],월세  23~33,Y,N,공용,N
180,서울,서울 강서구 강서로56가길 59,1호선 주안역,파크빌고시원,빈방없음,['40개'],월세  23~27,Y,N,공용,N
181,인천,인천 미추홀구 미추홀대로719번길 13,6호선 월곡역,하이빌고시텔 월곡점,1개,['36개'],월세  33~39,Y,N,공용,Y
182,서울,서울 성북구 오패산로 16,1호선 주안역,주안고시텔,5개,['40개'],월세  22~35,Y,10,공용,N
183,인천,인천 미추홀구 염창로 46,분당선 수원시청역,에이치제이 리빙텔,9개,['80개'],월세  30~38,Y,20,공용,Y
184,경기,경기 수원시 팔달구 인계로166번길 47-17,N,아주웰빙텔,빈방없음,['30개'],월세  25~32,Y,3,공용,N
185,경기,경기 수원시 영통구 아주로 28,4호선 상록수역,굿리빙텔,9개,['39개'],월세  20~36,Y,N,공용,N
186,경기,경기 안산시 상록구 상록수로 54,인천1호선 인천터미널역,신세계고시원,빈방없음,['27개'],월세  20~27,Y,N,공용,N
187,인천,인천 남동구 인하로521번길 10-4,인천1호선 계산역,모모레지던스 고시텔,4개,['60개'],월세  22~33,Y,5,공용,Y
188,인천,인천 계양구 경명대로 1048,7호선 사가정역,우리고시원,빈방없음,['27개'],월세  20~25,Y,1,공용,N
189,서울,서울 중랑구 사가정로 375,1호선 노량진역,가람미니홈,빈방없음,['48개'],월세  38~30,Y,N,공용,Y
190,서울,서울 동작구 노량진로14나길 37,1호선 안양역,우리고시텔,7개,['38개'],월세  22~25,Y,N,공용,N
191,경기,경기 안양시 만안구 장내로149번길 31,1호선 동대문역,노블레지던스 고시텔,빈방없음,['40개'],월세  30~45,Y,N,남성전용,N
192,서울,서울 종로구 종로39길 20,인천1호선 지식정보단지역,평강하우스,빈방없음,['8개'],월세  35~50,Y,10,공용,N
193,인천,인천 연수구 인천타워대로 60,인천1호선 경인교대입구역,교대고시텔,빈방없음,['30개'],월세  18~28,Y,N,공용,Y
194,인천,인천 계양구 향교로5번길 9-2,대구1호선 신천역,단비고시텔,1개,['30개'],월세  25~30,Y,N,공용,Y
195,대구,대구 동구 대현로 127,N,아이비고시텔,1개,['20개'],월세  17~20,Y,10,남성전용,N
196,대구,대구 북구 경대로5길 8,N,안하우스,1개,['35개'],월세  28~50,Y,6,공용,N
197,대구,대구 북구 경진로1길 51,대구3호선 구암역,리더스고시텔 보건대점,1개,['45개'],월세  22~33,Y,6,공용,N
198,대구,대구 북구 태전로 50,N,리빙캐슬 경북대점,1개,['30개'],월세  28~35,Y,10,공용,N
199,대구,대구 북구 대동로6길 28,N,하안원룸고시원,빈방없음,['42개'],월세  23~38,Y,5,공용,N
200,경기,경기 광명시 범안로 1002,1호선 주안역,노블레지던스 주안점,1개,['42개'],월세  28~45,Y,N,공용,Y
201,인천,인천 미추홀구 미추홀대로734번길 23,2호선 건대입구역,청전하우스 여성전용,빈방없음,['32개'],월세  29~35,Y,N,여성전용,N
202,서울,서울 광진구 아차산로21길 47,인천1호선 부평시장역,성전하우스 리빙텔,1개,['34개'],월세  20~40,Y,N,공용,N
203,인천,인천 부평구 부평대로 42,N,미성고시원,1개,['40개'],월세  20~35,Y,10,공용,Y
204,대전,대전 동구 계족로 408,대전1호선 유성온천역,대신고시텔,빈방없음,['30개'],월세  20~25,Y,5,공용,Y
205,대전,대전 유성구 문화원로37번길 40,부산1호선 초량역,예일고시텔,빈방없음,['30개'],월세  20~30,Y,N,공용,N
