연번,상호,업종,법정동 주소
648,블루스카이,고시원업,서울특별시 동대문구 이문동 264-293
649,L빌딩 고시원,고시원업,서울특별시 동대문구 장안동 345-18
650,해피하우스(구.형길고시텔),고시원업,서울특별시 동대문구 이문동 349-37
651,휘경고시텔,고시원업,서울특별시 동대문구 휘경동 281-17
652,동진빌딩(동진레지던스),고시원업,서울특별시 동대문구 신설동 98-29
653,용진고시원 3층 4층,고시원업,서울특별시 동대문구 청량리동 672
654,에이스하우스,고시원업,서울특별시 동대문구 이문동 264-306
655,세종힐타운고시원,고시원업,서울특별시 동대문구 휘경동 286-251
656,두리고시원,고시원업,서울특별시 동대문구 장안동 295-1
657,스타빌(송정애고시원),고시원업,서울특별시 동대문구 이문동 349-7
658,K타운,고시원업,서울특별시 동대문구 제기동 137-145
659,성진고시원,고시원업,서울특별시 동대문구 청량리동 205-838
660,지윤리빙텔,고시원업,서울특별시 동대문구 청량리동 719
661,용진고시원 2층,고시원업,서울특별시 동대문구 청량리동 672
662,전점찬 고시원,고시원업,서울특별시 동대문구 휘경동 183-225
663,심플하우스,고시원업,서울특별시 동대문구 제기동 1071-4
664,조은고시원,고시원업,서울특별시 동대문구 신설동 94-48
665,오투원룸텔,고시원업,서울특별시 동대문구 장안동 366-11
666,스페이스21,고시원업,서울특별시 동대문구 이문동 349-43
667,미성빌딩,고시원업,서울특별시 동대문구 이문동 304-22
668,클린원룸텔,고시원업,서울특별시 동대문구 이문동 96-1
669,로즈팰리스,고시원업,서울특별시 동대문구 장안동 437-3
670,민족통일고시텔(11),고시원업,서울특별시 동대문구 이문동 324-10
671,민족통일고시원(5층),고시원업,서울특별시 동대문구 이문동 324-10
672,엘림빌 고시텔,고시원업,서울특별시 동대문구 휘경동 183-207
673,코아리빙텔(경희대점),고시원업,서울특별시 동대문구 회기동 60-100
674,은복고시텔,고시원업,서울특별시 동대문구 이문동 256-365
675,미성고시텔(2층),고시원업,서울특별시 동대문구 신설동 98-10
676,천보고시원,고시원업,서울특별시 동대문구 휘경동 312-51
677,원일고시원(구.천보고시원Ⅱ),고시원업,서울특별시 동대문구 휘경동 294-146
678,그린빌,고시원업,서울특별시 동대문구 휘경동 163-8
679,미성빌딩(엠에스빌리지-MS),고시원업,서울특별시 동대문구 신설동 98-10
680,그랜드밸리,고시원업,서울특별시 동대문구 회기동 3-18
681,뜰하우스,고시원업,서울특별시 동대문구 제기동 167-71
682,정성고시원,고시원업,서울특별시 동대문구 이문동 334-35
683,가온고시원,고시원업,서울특별시 동대문구 용두동 723-6
684,BNS(비엔에스),고시원업,서울특별시 동대문구 제기동 122-51
685,힐사이드하우스(언덕집),고시원업,서울특별시 동대문구 이문동 346-91
686,박진희고시원,고시원업,서울특별시 동대문구 제기동 887-188
687,포도나무집,고시원업,서울특별시 동대문구 휘경동 312-116
688,대성고시원,고시원업,서울특별시 동대문구 회기동 65-39
689,유신고시원,고시원업,서울특별시 동대문구 회기동 76-5
690,행복하우스(구.현진하우스),고시원업,서울특별시 동대문구 신설동 114-45
691,한양고시텔,고시원업,서울특별시 동대문구 휘경동 312-24
692,금윤고시원,고시원업,서울특별시 동대문구 휘경동 191-11
693,싱글하우스,고시원업,서울특별시 동대문구 용두동 112-10
694,서진빌,고시원업,서울특별시 동대문구 휘경동 295-11
695,사랑채,고시원업,서울특별시 동대문구 이문동 327-17
696,전성민건물,고시원업,서울특별시 동대문구 휘경동 312-121
697,원우,고시원업,서울특별시 동대문구 이문동 349-11
698,심플&싱글,고시원업,서울특별시 동대문구 휘경동 286-122
699,이경범건물,고시원업,서울특별시 동대문구 회기동 61-6
700,다운채,고시원업,서울특별시 동대문구 휘경동 28-18
701,마징가하우스,고시원업,서울특별시 동대문구 이문동 304-28
702,더블유빌,고시원업,서울특별시 동대문구 신설동 25-34
703,광덕고시텔,고시원업,서울특별시 동대문구 장안동 384-6
704,준화고시원,고시원업,서울특별시 동대문구 전농동 38-84
705,청량채고시원,고시원업,서울특별시 동대문구 이문동 341-55
706,현우고시원,고시원업,서울특별시 동대문구 제기동 1156-6
707,세종고시원,고시원업,서울특별시 동대문구 청량리동 205-719
708,하늘정원원룸텔,고시원업,서울특별시 동대문구 휘경동 329
709,설재식건물,고시원업,서울특별시 동대문구 이문동 264-251
710,청아현,고시원업,서울특별시 동대문구 휘경동 312-109
711,이화고시원,고시원업,서울특별시 동대문구 용두동 105-27
712,용문고시원,고시원업,서울특별시 동대문구 제기동 148-88
713,청목고시원(구.박범수고시원),고시원업,서울특별시 동대문구 휘경동 312-94
714,에스에스힐타운,고시원업,서울특별시 동대문구 전농동 103-42
715,김선영고시원,고시원업,서울특별시 동대문구 용두동 193-13
716,제기동고시텔,고시원업,서울특별시 동대문구 제기동 1148-16
717,청호고시원,고시원업,서울특별시 동대문구 장안동 363-9
718,최동현건물(동명빌),고시원업,서울특별시 동대문구 이문동 264-115
719,이재석외1인건물,고시원업,서울특별시 동대문구 이문동 264-237
720,하우스테디베어,고시원업,서울특별시 동대문구 전농동 127-49
721,조영묵고시원,고시원업,서울특별시 동대문구 휘경동 165-11
722,함빌딩,고시원업,서울특별시 동대문구 장안동 341-6
723,예지고시원,고시원업,서울특별시 동대문구 제기동 148-18
724,최성운외1인건물,고시원업,서울특별시 동대문구 이문동 264-218
725,덕구고시원,고시원업,서울특별시 동대문구 휘경동 28-3
726,수정고시원,고시원업,서울특별시 동대문구 휘경동 183-211
727,김동숙건물,고시원업,서울특별시 동대문구 이문동 264-258
728,생활그린고시텔,고시원업,서울특별시 동대문구 휘경동 183-322
729,드림빌,고시원업,서울특별시 동대문구 용두동 731-9
730,송보고시원,고시원업,서울특별시 동대문구 휘경동 286-186
731,김정호건물,고시원업,서울특별시 동대문구 회기동 103-288
732,회기고시원,고시원업,서울특별시 동대문구 회기동 102-80
733,해뜨는집,고시원업,서울특별시 동대문구 휘경동 294-159
734,허브레지던스4층,고시원업,서울특별시 동대문구 회기동 60-42
735,아트원룸텔(경희대점),고시원업,서울특별시 동대문구 회기동 60-97
736,렉스빌고시원,고시원업,서울특별시 동대문구 휘경동 183-147
737,새마을고시원,고시원업,서울특별시 동대문구 회기동 57-9
738,베스트빌,고시원업,서울특별시 동대문구 청량리동 234-2
739,해가든,고시원업,서울특별시 동대문구 휘경동 295-24
740,MG고시원,고시원업,서울특별시 동대문구 전농동 568-3
741,미래로,고시원업,서울특별시 동대문구 회기동 105-9
742,자성빌고시원,고시원업,서울특별시 동대문구 휘경동 286-105
743,오페라하우스,고시원업,서울특별시 동대문구 제기동 860-21
744,호남빌딩,고시원업,서울특별시 동대문구 제기동 886-22
745,용두고시원,고시원업,서울특별시 동대문구 용두동 740-2
746,e편한고시원,고시원업,서울특별시 동대문구 신설동 15
747,완철고시원,고시원업,서울특별시 동대문구 휘경동 293-62
748,유호고시원,고시원업,서울특별시 동대문구 휘경동 286-76
749,근영고시텔 4층,고시원업,서울특별시 동대문구 휘경동 191-7
750,기남고시원,고시원업,서울특별시 동대문구 회기동 103-269
751,RESIDENCE48(레지던스48),고시원업,서울특별시 동대문구 이문동 288-62
752,기열고시원,고시원업,서울특별시 동대문구 휘경동 292-2
753,싱글하우스,고시원업,서울특별시 동대문구 휘경동 151-3
754,엘리트원룸텔,고시원업,서울특별시 동대문구 신설동 104-3
755,럭셔리원룸텔,고시원업,서울특별시 동대문구 휘경동 49-180
756,청운고시원,고시원업,서울특별시 동대문구 제기동 135-25
757,"좋은고시원(6층,7층)",고시원업,서울특별시 동대문구 휘경동 191-7
758,최경섭고시원,고시원업,서울특별시 동대문구 제기동 860-27
759,용두고시원,고시원업,서울특별시 동대문구 용두동 39-111
760,이문고시원,고시원업,서울특별시 동대문구 이문동 304-18
761,써니고시원,고시원업,서울특별시 동대문구 제기동 142-3
762,윤고시원,고시원업,서울특별시 동대문구 청량리동 2-5
763,드림하우스,고시원업,서울특별시 동대문구 제기동 757-8
764,용두빌,고시원업,서울특별시 동대문구 용두동 27-23
765,외대고시원,고시원업,서울특별시 동대문구 이문동 304-16
766,제기고시원,고시원업,서울특별시 동대문구 제기동 982-1
767,오피스텔 테디베어,고시원업,서울특별시 동대문구 제기동 892-96
768,답십리고시원,고시원업,서울특별시 동대문구 답십리동 1-90
769,송원호건물,고시원업,서울특별시 동대문구 이문동 334-34
770,다프고시원,고시원업,서울특별시 동대문구 휘경동 183-141
771,생활그린고시원,고시원업,서울특별시 동대문구 휘경동 183-217
772,시티고시텔(구.시티고시원),고시원업,서울특별시 동대문구 휘경동 192-5
773,앨피스빌,고시원업,서울특별시 동대문구 용두동 737-14
774,대덕빌,고시원업,서울특별시 동대문구 휘경동 183-135
775,근영고시텔(5층),고시원업,서울특별시 동대문구 휘경동 191-7
776,세종고시원,고시원업,서울특별시 동대문구 청량리동 205-719
777,하늘채,고시원업,서울특별시 동대문구 이문동 346-53
778,아이비고시원,고시원업,서울특별시 동대문구 이문동 346-121
779,하우스테디베어2차,고시원업,서울특별시 동대문구 전농동 127-43
780,수주고시원,고시원업,서울특별시 동대문구 청량리동 684
781,삼성원룸텔,고시원업,서울특별시 동대문구 용두동 764-13
782,행운빌고시원,고시원업,서울특별시 동대문구 이문동 264-275
783,엘리시아,고시원업,서울특별시 동대문구 휘경동 183-344
784,에코하우스고시원,고시원업,서울특별시 동대문구 이문동 293-23
785,소호원룸텔여성전용경희대점,고시원업,서울특별시 동대문구 회기동 35
786,정민고시원,고시원업,서울특별시 동대문구 답십리동 12-253
787,행복한집,고시원업,서울특별시 동대문구 장안동 316-18
788,W하우스,고시원업,서울특별시 동대문구 용두동 24-2
789,골든빌,고시원업,서울특별시 동대문구 이문동 334-39
790,샤인빌쓰리,고시원업,서울특별시 동대문구 이문동 306-12
791,이문1.3동새마을금고,고시원업,서울특별시 동대문구 이문동 177-107
792,지영고시원,고시원업,서울특별시 동대문구 청량리동 520-60
793,청목고시원,고시원업,서울특별시 동대문구 전농동 152-13
794,해로고시원,고시원업,서울특별시 동대문구 제기동 926
795,한울,고시원업,서울특별시 동대문구 이문동 264-257
796,그린고시원,고시원업,서울특별시 동대문구 휘경동 335-18
797,사랑채,고시원업,서울특별시 동대문구 이문동 264-343
798,안동권씨대종원(4층),고시원업,서울특별시 동대문구 용두동 102-196
799,에이스고시텔,고시원업,서울특별시 동대문구 휘경동 154-18
800,멘토하우스,고시원업,서울특별시 동대문구 제기동 620-8
801,노블레지던스안암점,고시원업,서울특별시 동대문구 용두동 726-5
802,민터하우스,고시원업,서울특별시 동대문구 장안동 349-19
803,아트원룸텔,고시원업,서울특별시 동대문구 이문동 256-371
804,생활그린고시원,고시원업,서울특별시 동대문구 이문동 305-91
805,해오름,고시원업,서울특별시 동대문구 휘경동 183-236
806,대명고시원,고시원업,서울특별시 동대문구 장안동 349-5
807,소망아트빌,고시원업,서울특별시 동대문구 이문동 321-55
808,유팔레스,고시원업,서울특별시 동대문구 이문동 305-89
809,휘경고시원,고시원업,서울특별시 동대문구 휘경동 191-21
810,해피하우스,고시원업,서울특별시 동대문구 회기동 60-125
811,태성고시원,고시원업,서울특별시 동대문구 장안동 405-14
812,동일빌,고시원업,서울특별시 동대문구 청량리동 30-1
813,성안빌딩,고시원업,서울특별시 동대문구 장안동 429-3
814,스칸디나하우스,고시원업,서울특별시 동대문구 전농동 124-69
815,다온리슈빌(구.미성고시원),고시원업,서울특별시 동대문구 이문동 305-70
816,e-편한고시원,고시원업,서울특별시 동대문구 휘경동 187-20
817,I-BIZ고시원(아이비즈),고시원업,서울특별시 동대문구 이문동 287-22
818,DAF고시원,고시원업,서울특별시 동대문구 답십리동 57-13
819,노블레지던스,고시원업,서울특별시 동대문구 답십리동 487-18
820,낭랑고시원,고시원업,서울특별시 동대문구 휘경동 312-26
821,코코레지던스,고시원업,서울특별시 동대문구 전농동 597-27
822,세인고시원,고시원업,서울특별시 동대문구 장안동 294-6
823,김옥분고시원,고시원업,서울특별시 동대문구 장안동 319-9
824,렉스고시텔,고시원업,서울특별시 동대문구 전농동 597-17
825,오투원룸텔,고시원업,서울특별시 동대문구 휘경동 183-143
826,21세기고시원,고시원업,서울특별시 동대문구 신설동 29-1
827,파인리빙텔 2호점(구.클래식리빙텔),고시원업,서울특별시 동대문구 회기동 60-125
828,신정고시원,고시원업,서울특별시 동대문구 제기동 210-2
829,그린쉐르빌고시원,고시원업,서울특별시 동대문구 신설동 114-90
830,영타워,고시원업,서울특별시 동대문구 휘경동 183-201
831,블레싱인서울,고시원업,서울특별시 동대문구 청량리동 2-7
832,마이룸고시원,고시원업,서울특별시 동대문구 답십리동 468-13
833,통일고시텔,고시원업,서울특별시 동대문구 답십리동 469-65
834,급제고시원,고시원업,서울특별시 동대문구 이문동 287-38
835,시대고시원,고시원업,서울특별시 동대문구 전농동 150
836,서울미니텔,고시원업,서울특별시 동대문구 청량리동 773
837,뉴고대정문고시원,고시원업,서울특별시 동대문구 제기동 137-66
838,신영,고시원업,서울특별시 동대문구 전농동 103-46
839,코코레지던스(경희대점),고시원업,서울특별시 동대문구 회기동 60-59
840,송죽고시원,고시원업,서울특별시 동대문구 전농동 643-7
841,훈민텔,고시원업,서울특별시 동대문구 제기동 1141-40
842,아트빌고시원,고시원업,서울특별시 동대문구 전농동 127-75
843,신흥,고시원업,서울특별시 동대문구 용두동 733-5
844,우리고시원,고시원업,서울특별시 동대문구 신설동 69-1
845,아이게스트하우스(경희대점),고시원업,서울특별시 동대문구 휘경동 319-13
846,지성고시원,고시원업,서울특별시 동대문구 신설동 98-12
847,한샘고시원,고시원업,서울특별시 동대문구 신설동 103-1
848,테마고시텔,고시원업,서울특별시 동대문구 신설동 76-29
849,"제기고시원(2,3층)",고시원업,서울특별시 동대문구 제기동 1148-10
850,우재고시텔,고시원업,서울특별시 동대문구 전농동 103-315
851,수정고시원,고시원업,서울특별시 동대문구 장안동 431-7
852,장안루아르오피스텔201,고시원업,서울특별시 동대문구 장안동 431-7
853,미래아이비즈고시원,고시원업,서울특별시 동대문구 신설동 73-5
854,해피하우스,고시원업,서울특별시 동대문구 전농동 152-11
855,장안루아르오피스텔401,고시원업,서울특별시 동대문구 장안동 431-7
856,리치빌,고시원업,서울특별시 동대문구 휘경동 183-129
857,"경희고시원(구,경희고시텔)",고시원업,서울특별시 동대문구 회기동 108-3
858,민족통일(7층~13층),고시원업,서울특별시 동대문구 휘경동 321-26
859,안동권씨대종원(3층),고시원업,서울특별시 동대문구 용두동 102-196
860,삼성리빙텔,고시원업,서울특별시 동대문구 제기동 137-41
861,우리고시원,고시원업,서울특별시 동대문구 청량리동 569
862,서율궁,고시원업,서울특별시 동대문구 이문동 288-63
863,다프고시원,고시원업,서울특별시 동대문구 휘경동 183-197
864,외대고시원,고시원업,서울특별시 동대문구 이문동 288-4
865,남영덕고시원,고시원업,서울특별시 동대문구 제기동 148-51
866,다니엘서원(구.아이반),고시원업,서울특별시 동대문구 장안동 432-10
867,투에치빌(구.휘경고시원),고시원업,서울특별시 동대문구 휘경동 183-365
868,동보빌,고시원업,서울특별시 동대문구 휘경동 183-203
869,J.W Park(제이더블유파크),고시원업,서울특별시 동대문구 휘경동 183-112
870,유정비엔빌,고시원업,서울특별시 동대문구 회기동 60-78
871,노블하우스,고시원업,서울특별시 동대문구 신설동 102-37
872,에코빌딩,고시원업,서울특별시 동대문구 제기동 138-9
873,외대여성전용고시텔(12층),고시원업,서울특별시 동대문구 이문동 324-10
874,그레이하우스,고시원업,서울특별시 동대문구 휘경동 286-141
875,아이비하우스,고시원업,서울특별시 동대문구 회기동 42-16
876,루비하우스,고시원업,서울특별시 동대문구 휘경동 183-122
877,노블레지던스,고시원업,서울특별시 동대문구 제기동 1131
878,폴리하우스(구.루비하우스),고시원업,서울특별시 동대문구 휘경동 183-206
879,이문고시원,고시원업,서울특별시 동대문구 이문동 288-65
880,하루엔아키,고시원업,서울특별시 동대문구 회기동 62-11
881,와우,고시원업,서울특별시 동대문구 신설동 98-37
882,그린빌,고시원업,서울특별시 동대문구 제기동 146-35
883,드림하우스,고시원업,서울특별시 동대문구 휘경동 183-195
884,파크빌 원룸텔,고시원업,서울특별시 동대문구 장안동 418-6
885,서하고시원,고시원업,서울특별시 동대문구 제기동 204
886,다온레지던스,고시원업,서울특별시 동대문구 회기동 42-23
887,율촌-30고시원,고시원업,서울특별시 동대문구 휘경동 264-3
888,로뎀에스빌,고시원업,서울특별시 동대문구 휘경동 183-185
889,비엔하우스,고시원업,서울특별시 동대문구 신설동 84-4
890,안기다현,고시원업,서울특별시 동대문구 휘경동 183-183
891,굿스테이원룸텔,고시원업,서울특별시 동대문구 휘경동 321-7
892,근영고시텔(3층),고시원업,서울특별시 동대문구 휘경동 191-7
893,도담레지던스,고시원업,서울특별시 동대문구 회기동 42-23
894,명성타워힐,고시원업,서울특별시 영등포구 신길동 51-3
895,비상,고시원업,서울특별시 영등포구 신길동 453-6
896,문래블루칩,고시원업,서울특별시 영등포구 문래동3가 82-23
897,효산빌딩,고시원업,서울특별시 영등포구 양평동4가 273
898,어반735,고시원업,서울특별시 영등포구 당산동5가 7-35
899,스마트하우스,고시원업,서울특별시 영등포구 신길동 215-9
900,양화네오텔,고시원업,서울특별시 영등포구 양평동4가 274-1
901,코끼리고시텔,고시원업,서울특별시 영등포구 영등포동7가 29-123
902,휴미소,고시원업,서울특별시 영등포구 영등포동8가 60-2
903,부경파크빌-1,고시원업,서울특별시 영등포구 당산동3가 470
904,트라빌,고시원업,서울특별시 영등포구 신길동 449-25
905,부경파크빌-II,고시원업,서울특별시 영등포구 당산동3가 470-1
906,두원,고시원업,서울특별시 영등포구 문래동5가 20-20
907,명인오피스,고시원업,서울특별시 영등포구 도림동 169-6
908,하이빌,고시원업,서울특별시 영등포구 당산동 121-119
909,태양고시원,고시원업,서울특별시 영등포구 문래동3가 83-1
910,대성트레이딩,고시원업,서울특별시 영등포구 문래동3가 84-6
911,신영베스트빌,고시원업,서울특별시 영등포구 문래동5가 20-16
912,월드고시원,고시원업,서울특별시 영등포구 양평동6가 10-8
913,위드고시원,고시원업,서울특별시 영등포구 양평동6가 10-4
914,나루빌,고시원업,서울특별시 영등포구 당산동 121-63
915,홈스테이드,고시원업,서울특별시 영등포구 신길동 1279
916,동원고시원,고시원업,서울특별시 영등포구 당산동4가 32-24
917,블루밍,고시원업,서울특별시 영등포구 당산동 171-14
918,코끼리,고시원업,서울특별시 영등포구 영등포동4가 163-6
919,코뿔소(구.코끼리),고시원업,서울특별시 영등포구 영등포동4가 163-6
920,호성고시원,고시원업,서울특별시 영등포구 문래동3가 83-5
921,네오마루,고시원업,서울특별시 영등포구 당산동4가 32-62
922,은혜오피스,고시원업,서울특별시 영등포구 당산동4가 32-95
923,원태희고시원,고시원업,서울특별시 영등포구 문래동3가 82-3
924,아크로타워,고시원업,서울특별시 영등포구 영등포동2가 29-71
925,리츠하임고시원,고시원업,서울특별시 영등포구 당산동4가 32-74
926,영보원룸고시원,고시원업,서울특별시 영등포구 당산동4가 71
927,다솜,고시원업,서울특별시 영등포구 당산동4가 32-80
928,희망캐슬리빙텔,고시원업,서울특별시 영등포구 영등포동8가 6
929,케이플러스,고시원업,서울특별시 영등포구 문래동4가 10-4
930,한울,고시원업,서울특별시 영등포구 당산동4가 32-20
931,에코하우스,고시원업,서울특별시 영등포구 당산동 171-21
932,토포스,고시원업,서울특별시 영등포구 신길동 449-26
933,대유,고시원업,서울특별시 영등포구 당산동 171-27
934,케슬리빙텔고시원,고시원업,서울특별시 영등포구 도림동 202-53
935,두성빌딩,고시원업,서울특별시 영등포구 신길동 1231
936,미코노스고시텔,고시원업,서울특별시 영등포구 대림동 1060-31
937,정민고시원,고시원업,서울특별시 영등포구 대림동 710-6
938,CSVILL,고시원업,서울특별시 영등포구 문래동5가 0
939,해밀촌고시원,고시원업,서울특별시 영등포구 신길동 4300-35
940,부경파크빌-Ⅲ,고시원업,서울특별시 영등포구 당산동3가 470-2
941,네오텔,고시원업,서울특별시 영등포구 도림동 202-52
942,도림원룸고시텔,고시원업,서울특별시 영등포구 도림동 176-1
943,킴스빌,고시원업,서울특별시 영등포구 당산동4가 32-97
944,삼정고시원,고시원업,서울특별시 영등포구 신길동 503
945,쉐르빌,고시원업,서울특별시 영등포구 신길동 670
946,청솔,고시원업,서울특별시 영등포구 문래동5가 19-11
947,하임오피스,고시원업,서울특별시 영등포구 당산동 121-69
948,세풍고시원,고시원업,서울특별시 영등포구 영등포동2가 29-70
949,한산,고시원업,서울특별시 영등포구 당산동 121-44
950,둥지고시원,고시원업,서울특별시 영등포구 신길동 920
951,코지오피스,고시원업,서울특별시 영등포구 당산동4가 32-68
952,코뿔소,고시원업,서울특별시 영등포구 대림동 700-23
953,스타빌고시텔,고시원업,서울특별시 영등포구 양평동2가 6-1
954,모정하우스,고시원업,서울특별시 영등포구 대림동 729-1
955,진광고시원,고시원업,서울특별시 영등포구 문래동3가 82-5
956,하은고시원,고시원업,서울특별시 영등포구 영등포동1가 53
957,필 하우스,고시원업,서울특별시 영등포구 당산동4가 1-148
958,금빛타운,고시원업,서울특별시 영등포구 대림동 723
959,그레이스빌,고시원업,서울특별시 영등포구 당산동4가 32-38
960,까사미아빌,고시원업,서울특별시 영등포구 영등포동 631-14
961,기원(주원시티),고시원업,서울특별시 영등포구 영등포동7가 94-351
962,동아고시원,고시원업,서울특별시 영등포구 당산동 121-117
963,라프하우스3,고시원업,서울특별시 영등포구 당산동4가 32-82
964,유앤아이,고시원업,서울특별시 영등포구 양평동3가 0
965,길하우스,고시원업,서울특별시 영등포구 양평동3가 30-25
966,"KPA싱글레지던스(7,8층)",고시원업,서울특별시 영등포구 신길동 449-22
967,코지웰빙텔,고시원업,서울특별시 영등포구 영등포동 618-17
968,찬솔원룸고시원,고시원업,서울특별시 영등포구 당산동 121-115
969,"엠서강(구,평화고시원)",고시원업,서울특별시 영등포구 영등포동7가 63-43
970,비젼고시원,고시원업,서울특별시 영등포구 도림동 32-7
971,백향목,고시원업,서울특별시 영등포구 문래동5가 19-15
972,수정,고시원업,서울특별시 영등포구 양평동3가 32-3
973,파인빌II,고시원업,서울특별시 영등포구 당산동 171-35
974,훼미리하우스,고시원업,서울특별시 영등포구 당산동 173-39
975,드림타워,고시원업,서울특별시 영등포구 양평동3가 30-24
976,에벤에셀,고시원업,서울특별시 영등포구 양평동3가 32-12
977,더비전고시원,고시원업,서울특별시 영등포구 양평동3가 30-4
978,양평역리버타워,고시원업,서울특별시 영등포구 양평동3가 32-10
979,소울메이트,고시원업,서울특별시 영등포구 당산동2가 30-3
980,GS월드,고시원업,서울특별시 영등포구 당산동5가 7-45
981,KPA싱글레지던스,고시원업,서울특별시 영등포구 신길동 449-22
982,나라,고시원업,서울특별시 영등포구 당산동3가 427-1
983,대림고시원,고시원업,서울특별시 영등포구 대림동 712-5
984,효산센터뷰,고시원업,서울특별시 영등포구 당산동5가 7-42
985,코사레지던스,고시원업,서울특별시 영등포구 양평동4가 3-1
986,영재고시텔,고시원업,서울특별시 영등포구 영등포동 618-223
987,파크빌고시원,고시원업,서울특별시 영등포구 영등포동 618-161
988,드림나래빌고시원,고시원업,서울특별시 영등포구 영등포동 631-28
989,둥지원룸고시원,고시원업,서울특별시 영등포구 대림동 700-25
990,나온빌 고시원,고시원업,서울특별시 영등포구 당산동3가 427-3
991,대성고시원,고시원업,서울특별시 영등포구 당산동1가 3-1
992,대진고시원,고시원업,서울특별시 영등포구 영등포동4가 431-8
993,희망케슬리빙텔,고시원업,서울특별시 영등포구 영등포동1가 59
994,토마토하우스(최대현대표),고시원업,서울특별시 영등포구 영등포동1가 51
995,금정고시텔,고시원업,서울특별시 영등포구 신길동 466-7
996,굿라이프,고시원업,서울특별시 영등포구 대림동 653-10
997,그루레지던스,고시원업,서울특별시 영등포구 영등포동2가 28-156
998,웰컴투고시텔,고시원업,서울특별시 영등포구 신길동 65-52
999,류정,고시원업,서울특별시 영등포구 양평동4가 206
1000,갤럭시원룸텔,고시원업,서울특별시 영등포구 도림동 217-7
1001,예다움,고시원업,서울특별시 영등포구 신길동 4819
1002,싱글하우스,고시원업,서울특별시 영등포구 영등포동4가 69-1
1003,스타고시텔,고시원업,서울특별시 영등포구 도림동 226-6
1004,더하우스,고시원업,서울특별시 영등포구 당산동6가 340-1
1005,미래고시원,고시원업,서울특별시 영등포구 당산동4가 32-18
1006,미니하우스,고시원업,서울특별시 영등포구 영등포동4가 117-4
1007,코쿤하우스,고시원업,서울특별시 영등포구 영등포동3가 12
1008,휴클래스,고시원업,서울특별시 영등포구 영등포동2가 34-137
1009,진성빌딩,고시원업,서울특별시 영등포구 신길동 454-1
1010,명문고시텔(문래동3가),고시원업,서울특별시 영등포구 문래동3가 77-53
1011,리빙하우스,고시원업,서울특별시 영등포구 당산동4가 32-107
1012,준하우스,고시원업,서울특별시 영등포구 당산동3가 235-1
1013,수정고시원(현.크리스탈빌),고시원업,서울특별시 영등포구 영등포동5가 42-11
1014,라이프 하우스,고시원업,서울특별시 영등포구 영등포동2가 94-118
1015,주영고시원,고시원업,서울특별시 영등포구 영등포동3가 16-3
1016,리젠드힐스,고시원업,서울특별시 영등포구 신길동 804
1017,청담리빙텔,고시원업,서울특별시 영등포구 신길동 449-29
1018,秀빌리지,고시원업,서울특별시 영등포구 신길동 4232
1019,삼성리빙텔,고시원업,서울특별시 영등포구 도림동 227-4
1020,성보위너스빌,고시원업,서울특별시 영등포구 대림동 737-8
1021,더샾고시텔,고시원업,서울특별시 영등포구 도림동 269-4
1022,국제아트룸,고시원업,서울특별시 영등포구 대림동 713-11
1023,e-편한고시텔,고시원업,서울특별시 영등포구 신길동 95-121
1024,베스트빌,고시원업,서울특별시 영등포구 당산동3가 395-50
1025,마이코지하우스,고시원업,서울특별시 영등포구 대림동 721-7
1026,신용고시텔,고시원업,서울특별시 영등포구 당산동6가 104-4
1027,마루,고시원업,서울특별시 영등포구 영등포동 618-32
1028,해피하우스,고시원업,서울특별시 영등포구 당산동6가 341-5
1029,중앙고시텔,고시원업,서울특별시 영등포구 영등포동3가 3-2
1030,한솔고시원,고시원업,서울특별시 영등포구 대림동 713-8
1031,코지하우스,고시원업,서울특별시 영등포구 당산동1가 306
1032,하이리빙텔,고시원업,서울특별시 영등포구 대림동 700-6
1033,에이스원룸텔,고시원업,서울특별시 영등포구 영등포동3가 17-11
1034,오투원룸텔,고시원업,서울특별시 영등포구 영등포동5가 41-11
1035,토마토고시원,고시원업,서울특별시 영등포구 신길동 4227
1036,보람고시원,고시원업,서울특별시 영등포구 대림동 1066-45
1037,라이프하우스,고시원업,서울특별시 영등포구 문래동3가 77-43
1038,렌트하우스,고시원업,서울특별시 영등포구 영등포동1가 94-1
1039,아이린,고시원업,서울특별시 영등포구 신길동 4300-26
1040,명문고시원,고시원업,서울특별시 영등포구 대림동 714-5
1041,오복고시텔,고시원업,서울특별시 영등포구 양평동4가 71-1
1042,명품고시텔,고시원업,서울특별시 영등포구 영등포동 618-16
1043,연지고시텔,고시원업,서울특별시 영등포구 영등포동 618-70
1044,해명빌,고시원업,서울특별시 영등포구 신길동 4482-12
1045,팰리스타운,고시원업,서울특별시 영등포구 영등포동6가 69-10
1046,IT리빙텔,고시원업,서울특별시 영등포구 대림동 990-4
1047,게스트하우스,고시원업,서울특별시 영등포구 당산동6가 344-1
1048,시티빌고시원,고시원업,서울특별시 영등포구 영등포동 618-20
1049,골드리치빌,고시원업,서울특별시 영등포구 당산동6가 104-3
1050,우리집고시원,고시원업,서울특별시 영등포구 신길동 4300-37
1051,게스트하우스,고시원업,서울특별시 영등포구 신길동 95-152
1052,서린리빙텔,고시원업,서울특별시 영등포구 영등포동3가 12-20
1053,쉼터ei고시원,고시원업,서울특별시 영등포구 신길동 450-38
