연번,상호,업종,법정동 주소
4068,교대웰빙원룸텔,고시원업,서울특별시 서초구 서초동 1670-9
4069,그린하우스,고시원업,서울특별시 서초구 서초동 1595-6
4070,동산빌딩,고시원업,서울특별시 서초구 양재동 261-18
4071,교대 리빙텔,고시원업,서울특별시 서초구 서초동 1665-7
4072,하이리빙텔,고시원업,서울특별시 서초구 양재동 9
4073,서우고시텔,고시원업,서울특별시 서초구 서초동 1697-14
4074,소호리빙텔 내방역점,고시원업,서울특별시 서초구 방배동 873-20
4075,코아원룸텔,고시원업,서울특별시 서초구 서초동 1571-29
4076,예그린하우스,고시원업,서울특별시 서초구 서초동 1557-13
4077,우리고시텔,고시원업,서울특별시 서초구 반포동 716-3
4078,코지웰빙텔(2층),고시원업,서울특별시 서초구 반포동 54-12
4079,쉐르빌리빙텔,고시원업,서울특별시 서초구 방배동 448-6
4080,작심하우스방배2호점,고시원업,서울특별시 서초구 방배동 768-13
4081,아인캐슬원룸텔,고시원업,서울특별시 서초구 양재동 274-1
4082,코코원룸텔,고시원업,서울특별시 서초구 양재동 360-13
4083,코사레지던스,고시원업,서울특별시 서초구 양재동 262-4
4084,아카데미하우스,고시원업,서울특별시 서초구 반포동 112-10
4085,(폐업)반도레지던스,고시원업,서울특별시 서초구 서초동 1364-61
4086,힐링하우스,고시원업,서울특별시 서초구 서초동 1622-19
4087,Ann House(앤하우스),고시원업,서울특별시 서초구 양재동 276-7
4088,j 스튜디오,고시원업,서울특별시 서초구 서초동 1622-1
4089,양재고시원,고시원업,서울특별시 서초구 서초동 1344-10
4090,드림리빙텔,고시원업,서울특별시 서초구 서초동 1342-7
4091,하나랏지고시원,고시원업,서울특별시 서초구 잠원동 38-4
4092,싱글하우스,고시원업,서울특별시 서초구 방배동 784-5
4093,미코하우스,고시원업,서울특별시 서초구 서초동 1451-33
4094,파인하우스,고시원업,서울특별시 서초구 반포동 745
4095,허브레지던스,고시원업,서울특별시 서초구 서초동 1694-13
4096,필하우스,고시원업,서울특별시 서초구 서초동 1363-4
4097,유니빌,고시원업,서울특별시 서초구 방배동 829-26
4098,허브레지던스,고시원업,서울특별시 서초구 반포동 709-1
4099,다올미니텔,고시원업,서울특별시 서초구 잠원동 12-21
4100,방배베스트빌,고시원업,서울특별시 서초구 방배동 935-6
4101,엘림레지던스,고시원업,서울특별시 서초구 양재동 203-13
4102,라인하우스 남부터미널점,고시원업,서울특별시 서초구 서초동 1589-12
4103,로뎀원룸텔,고시원업,서울특별시 서초구 서초동 1302-24
4104,바비하우스,고시원업,서울특별시 서초구 서초동 1506-37
4105,아리아리빙텔,고시원업,서울특별시 서초구 방배동 478-5
4106,참꿈고시텔,고시원업,서울특별시 서초구 서초동 1302-52
4107,노블레지던스,고시원업,서울특별시 서초구 방배동 924-8
4108,노블리아 원룸텔,고시원업,서울특별시 서초구 반포동 113-5
4109,W하우스,고시원업,서울특별시 서초구 서초동 1640-5
4110,리야리빙텔,고시원업,서울특별시 서초구 양재동 300-2
4111,훼미리학사,고시원업,서울특별시 서초구 서초동 1670-10
4112,골드캐슬,고시원업,서울특별시 서초구 잠원동 23-7
4113,노블레지던스(양재점),고시원업,서울특별시 서초구 양재동 332-13
4114,스테이하우스,고시원업,서울특별시 서초구 양재동 276-5
4115,아트리빙텔,고시원업,서울특별시 서초구 서초동 1343-7
4116,오투리빙텔,고시원업,서울특별시 서초구 방배동 812-24
4117,풀리빙텔,고시원업,서울특별시 서초구 서초동 1530-2
4118,파인하우스,고시원업,서울특별시 서초구 잠원동 26-7
4119,허브하우스,고시원업,서울특별시 서초구 서초동 1558-7
4120,매헌역원룸텔,고시원업,서울특별시 서초구 양재동 365-1
4121,코지월빙텔,고시원업,서울특별시 서초구 양재동 350-6
4122,제일고시원,고시원업,서울특별시 서초구 서초동 1512-5
4123,베스텔레지던스,고시원업,서울특별시 서초구 서초동 1605-2
4124,소호원룸텔(구.모던하우스),고시원업,서울특별시 서초구 서초동 1431-13
4125,솔로몬빌,고시원업,서울특별시 서초구 방배동 905-15
4126,오렌지레지던스,고시원업,서울특별시 서초구 잠원동 26-15
4127,모젠하우스,고시원업,서울특별시 서초구 서초동 1302-45
4128,다솜,고시원업,서울특별시 서초구 방배동 451-32
4129,도도하우스,고시원업,서울특별시 서초구 서초동 1577-2
4130,아트원룸텔,고시원업,서울특별시 서초구 방배동 777-20
4131,코아리빙텔,고시원업,서울특별시 서초구 방배동 454-10
4132,힐리빙텔,고시원업,서울특별시 서초구 반포동 747-8
4133,소호원룸텔(구.서초리빙텔),고시원업,서울특별시 서초구 서초동 1431-13
4134,싱글하우스,고시원업,서울특별시 서초구 서초동 1427-16
4135,플러스 하우스,고시원업,서울특별시 서초구 잠원동 35-1
4136,파인텔,고시원업,서울특별시 서초구 잠원동 39-5
4137,클린원룸텔 교대역점,고시원업,서울특별시 서초구 서초동 1668-6
4138,강남앤하우스,고시원업,서울특별시 서초구 반포동 745
4139,베스트 리빙텔,고시원업,서울특별시 서초구 서초동 1523-5
4140,리빙캐슬,고시원업,서울특별시 서초구 양재동 86-1
4141,양재숲속게스트하우스,고시원업,서울특별시 서초구 양재동 208-2
4142,캐슬파인 원룸텔,고시원업,서울특별시 서초구 서초동 1628-61
4143,심플하우스 뱅뱅사거리점,고시원업,서울특별시 서초구 서초동 1341-2
4144,타임하우스(구.교대역원룸텔),고시원업,서울특별시 서초구 서초동 1676-6
4145,포시즌리빙텔,고시원업,서울특별시 서초구 서초동 1427-14
4146,라임하우스,고시원업,서울특별시 서초구 서초동 1565-17
4147,소호원룸텔,고시원업,서울특별시 서초구 방배동 777-5
4148,현대고시원,고시원업,서울특별시 서초구 서초동 1697-31
4149,심플하우스,고시원업,서울특별시 서초구 양재동 2-45
4150,위즈타워 원룸텔,고시원업,서울특별시 서초구 반포동 742-7
4151,샤르망하우스,고시원업,서울특별시 서초구 서초동 1601-1
4152,스튜디오 숲,고시원업,서울특별시 서초구 양재동 340-2
4153,SKY리빙텔,고시원업,서울특별시 서초구 서초동 1552-6
4154,H레지던스,고시원업,서울특별시 서초구 서초동 1302-45
4155,참꿈고시텔 신사점,고시원업,서울특별시 서초구 잠원동 19-10
4156,U리빙텔,고시원업,서울특별시 서초구 반포동 704-18
4157,U리빙텔,고시원업,서울특별시 서초구 반포동 704-18
4158,골드캐슬원룸텔,고시원업,서울특별시 서초구 반포동 709-8
4159,삼호,고시원업,서울특별시 서초구 서초동 1444-18
4160,두란노고시원,고시원업,서울특별시 서초구 서초동 1668-11
4161,팰리스 원룸텔,고시원업,서울특별시 서초구 양재동 8-38
4162,이안 고시원,고시원업,서울특별시 서초구 양재동 371-7
4163,심플하우스,고시원업,서울특별시 서초구 서초동 1523-18
4164,프라하 원룸텔,고시원업,서울특별시 서초구 잠원동 39-5
4165,노블하우스,고시원업,서울특별시 서초구 서초동 1337-9
4166,코코레지던스 신사점,고시원업,서울특별시 서초구 잠원동 24-6
4167,훼미리 학사 고시텔,고시원업,서울특별시 서초구 서초동 1660-3
4168,코코리빙텔 남부터미널점,고시원업,서울특별시 서초구 서초동 1459-11
4169,소호원룸텔,고시원업,서울특별시 서초구 서초동 1696-3
4170,다인리빙텔,고시원업,서울특별시 서초구 방배동 912-8
4171,강남학사,고시원업,서울특별시 서초구 서초동 1658-4
4172,코코리빙텔,고시원업,서울특별시 서초구 방배동 921-29
4173,캐슬파인 고시텔,고시원업,서울특별시 서초구 방배동 537-59
4174,에덴하우스,고시원업,서울특별시 서초구 서초동 1438-9
4175,에덴하우스,고시원업,서울특별시 서초구 양재동 8-9
4176,졸라이빌,고시원업,서울특별시 서초구 반포동 577-20
4177,홈스테이드,고시원업,서울특별시 서초구 방배동 911-12
4178,코지웰빙텔,고시원업,서울특별시 서초구 반포동 54-12
4179,아인스,고시원업,서울특별시 서초구 서초동 1543-3
4180,정효학사,고시원업,서울특별시 서초구 서초동 1659-2
4181,웰빙텔 양재점,고시원업,서울특별시 서초구 양재동 341-10
4182,메종레지던스,고시원업,서울특별시 서초구 양재동 326-1
4183,월드하우스,고시원업,서울특별시 서초구 서초동 1625-10
4184,아이웰원룸텔,고시원업,서울특별시 서초구 반포동 709
4185,대원고시원,고시원업,서울특별시 서초구 양재동 278-11
4186,현진고시원,고시원업,서울특별시 서초구 양재동 206-6
4187,힐리빙텔,고시원업,서울특별시 서초구 반포동 58-9
4188,모젠하우스,고시원업,서울특별시 서초구 양재동 15-10
4189,GL하우스,고시원업,서울특별시 서초구 양재동 11-49
4190,심플하우스,고시원업,서울특별시 서초구 양재동 278-2
4191,캐슬고시텔,고시원업,서울특별시 서초구 잠원동 45-13
4192,99고시텔,고시원업,서울특별시 서초구 양재동 300
4193,삼성리빙텔,고시원업,서울특별시 서초구 반포동 746-5
4194,벨라지오레지던스,고시원업,서울특별시 서초구 반포동 727-7
4195,소호리빙텔(신사점),고시원업,서울특별시 서초구 잠원동 24-6
4196,정연드림텔,고시원업,서울특별시 서초구 반포동 731-2
4197,네오빌고시텔,고시원업,서울특별시 서초구 반포동 735-19
4198,동진고시텔,고시원업,서울특별시 서초구 반포동 722-33
4199,노블레스빌(고시원),고시원업,서울특별시 서초구 양재동 352-2
4200,e-리빙텔,고시원업,서울특별시 서초구 서초동 1552-15
4201,다솜,고시원업,서울특별시 서초구 양재동 8-4
4202,멀티하우스 리빙텔,고시원업,서울특별시 서초구 방배동 449-5
4203,소호리빙텔,고시원업,서울특별시 서초구 서초동 1316-2
4204,웰빙텔방배점,고시원업,서울특별시 서초구 방배동 910-12
4205,마이홈리빙텔,고시원업,서울특별시 서초구 방배동 931-11
4206,웰빙텔(6F),고시원업,서울특별시 서초구 반포동 722-31
4207,웰빙텔(3F),고시원업,서울특별시 서초구 반포동 722-31
4208,제일고시원,고시원업,서울특별시 서초구 서초동 1619-2
4209,보보멤버스텔,고시원업,서울특별시 서초구 서초동 1462-1
4210,"웰빙텔(4,5F)",고시원업,서울특별시 서초구 반포동 722-31
4211,대성기숙학원,고시원업,서울특별시 서초구 서초동 1666-2
4212,반석빌,고시원업,서울특별시 강북구 번동 444-7
4213,마을과집,고시원업,서울특별시 강북구 수유동 451-13
4214,성실고시원,고시원업,서울특별시 강북구 수유동 30-7
4215,COZY HOUSE,고시원업,서울특별시 강북구 미아동 160-8
4216,양오석건물,고시원업,서울특별시 강북구 번동 443-81
4217,미아 원룸텔,고시원업,서울특별시 강북구 미아동 54-126
4218,대원아트빌,고시원업,서울특별시 강북구 미아동 321-48
4219,예일고시원(4층),고시원업,서울특별시 강북구 수유동 178-45
4220,예일고시원(5층),고시원업,서울특별시 강북구 수유동 178-45
4221,삼보힐고시텔,고시원업,서울특별시 강북구 번동 449-22
4222,스마트 원룸텔,고시원업,서울특별시 강북구 수유동 221-25
4223,동산오피스룸,고시원업,서울특별시 강북구 수유동 182-26
4224,코아빌,고시원업,서울특별시 강북구 수유동 173-11
4225,스튜디오VIL,고시원업,서울특별시 강북구 수유동 320-3
4226,전준성고시원,고시원업,서울특별시 강북구 수유동 48-74
4227,반석빌,고시원업,서울특별시 강북구 수유동 223-24
4228,심플하우스 미아역점,고시원업,서울특별시 강북구 미아동 322-1
4229,엘리시아,고시원업,서울특별시 강북구 미아동 130-3
4230,드림하우스(구.디엔에이치),고시원업,서울특별시 강북구 미아동 158-72
4231,세영고시원,고시원업,서울특별시 강북구 미아동 122-65
4232,아이비전고시원,고시원업,서울특별시 강북구 미아동 61-81
4233,동부모젤,고시원업,서울특별시 강북구 미아동 87-49
4234,힐하우스,고시원업,서울특별시 강북구 수유동 175-21
4235,흥업빌딩,고시원업,서울특별시 강북구 수유동 605-302
4236,휴레지던스,고시원업,서울특별시 강북구 번동 443-113
4237,화성고시원,고시원업,서울특별시 강북구 수유동 37-37
4238,허브하우스,고시원업,서울특별시 강북구 번동 412-28
4239,한영고시원,고시원업,서울특별시 강북구 미아동 197-3
4240,학사고시원,고시원업,서울특별시 강북구 번동 415-19
4241,풀하우스,고시원업,서울특별시 강북구 수유동 190-6
4242,포시즌고시원,고시원업,서울특별시 강북구 수유동 2-13
4243,팔레스,고시원업,서울특별시 강북구 수유동 223-9
4244,태영하우스,고시원업,서울특별시 강북구 번동 443-1
4245,탑인,고시원업,서울특별시 강북구 수유동 50-52
4246,코지빌,고시원업,서울특별시 강북구 번동 416-100
4247,참하우스 고시원,고시원업,서울특별시 강북구 수유동 1-164
4248,제이빌(구.성주빌),고시원업,서울특별시 강북구 번동 444-77
4249,인터넷고시원,고시원업,서울특별시 강북구 미아동 197-9
4250,노블하우스,고시원업,서울특별시 강북구 수유동 252-218
4251,우주하우스,고시원업,서울특별시 강북구 우이동 61-19
4252,우석고시텔,고시원업,서울특별시 강북구 미아동 159-5
4253,엘프하우스,고시원업,서울특별시 강북구 수유동 30-7
4254,아이리브,고시원업,서울특별시 강북구 미아동 87-173
4255,성우드림빌,고시원업,서울특별시 강북구 미아동 325-29
4256,삼향고시원,고시원업,서울특별시 강북구 수유동 173-1
4257,삼미레지던스고시텔,고시원업,서울특별시 강북구 수유동 81-7
4258,백운빌딩,고시원업,서울특별시 강북구 수유동 252-144
4259,문리빙텔,고시원업,서울특별시 강북구 미아동 773-8
4260,명성,고시원업,서울특별시 강북구 번동 459-62
4261,라메종 고시원,고시원업,서울특별시 강북구 수유동 48-22
4262,럭키빌,고시원업,서울특별시 강북구 수유동 223-25
4263,수지빌(구.이의삼고시원),고시원업,서울특별시 강북구 번동 444-79
4264,수유씨티빌,고시원업,서울특별시 강북구 수유동 2-16
4265,센트럴빌딩(구.수유빌딩),고시원업,서울특별시 강북구 수유동 223-27
4266,소호패밀리고시원,고시원업,서울특별시 강북구 수유동 48-71
4267,세창해피텔,고시원업,서울특별시 강북구 수유동 178-10
4268,덕원해피빌,고시원업,서울특별시 강북구 수유동 223-23
4269,덕수텔A,고시원업,서울특별시 강북구 수유동 223-35
4270,유니드,고시원업,서울특별시 강북구 수유동 45-74
4271,노블레스,고시원업,서울특별시 강북구 수유동 192-26
4272,넥스트홈,고시원업,서울특별시 강북구 번동 454-81
4273,그린하우스 고시텔,고시원업,서울특별시 강북구 번동 460-17
4274,그린빌,고시원업,서울특별시 강북구 수유동 168-44
4275,그랜드빌,고시원업,서울특별시 강북구 번동 416-103
4276,골든벨하이텔,고시원업,서울특별시 강북구 수유동 192-93
4277,FreeTel,고시원업,서울특별시 강북구 번동 460-98
4278,웰고시텔,고시원업,서울특별시 강북구 수유동 95-2
4279,봄날고시텔,고시원업,서울특별시 강북구 번동 448-11
4280,요진고시원,고시원업,서울특별시 강북구 미아동 152
4281,원일고시원,고시원업,서울특별시 강북구 번동 467-24
4282,새한고시원,고시원업,서울특별시 강북구 미아동 164-5
4283,포근고시원,고시원업,서울특별시 강북구 미아동 460-57
4284,고시텔JUN,고시원업,서울특별시 강북구 미아동 135-8
4285,스마텔고시원,고시원업,서울특별시 강북구 미아동 42-212
4286,성신아트,고시원업,서울특별시 강북구 미아동 187-6
4287,아엠하우스,고시원업,서울특별시 강북구 번동 415-67
4288,골드-3고시원,고시원업,서울특별시 강북구 우이동 100-57
4289,한스고시텔,고시원업,서울특별시 강북구 수유동 178-18
4290,드림피아,고시원업,서울특별시 강북구 미아동 310-46
4291,세명고시원(수유동),고시원업,서울특별시 강북구 수유동 173-13
4292,아트원룸텔,고시원업,서울특별시 강북구 미아동 138-17
4293,그린하우스,고시원업,서울특별시 강북구 수유동 50-58
4294,유니시스카운티,고시원업,서울특별시 강북구 수유동 51-53
4295,성일,고시원업,서울특별시 강북구 미아동 302-35
4296,티탄하임,고시원업,서울특별시 강북구 수유동 175-3
4297,솔고시원,고시원업,서울특별시 강북구 우이동 100-63
4298,노영현건물,고시원업,서울특별시 강북구 수유동 47-38
4299,세명고시원(번동),고시원업,서울특별시 강북구 번동 462-92
4300,그린빌고시원,고시원업,서울특별시 강북구 미아동 791-683
4301,싸이오피스텔,고시원업,서울특별시 강북구 미아동 330-69
4302,한영고시텔,고시원업,서울특별시 강북구 미아동 211-5
4303,엘리스,고시원업,서울특별시 강북구 미아동 158-93
4304,프라임원룸텔,고시원업,서울특별시 강북구 미아동 465-47
4305,송림,고시원업,서울특별시 강북구 미아동 54-217
4306,아이엘웰빙텔,고시원업,서울특별시 강북구 미아동 160-1
4307,늘행복한집,고시원업,서울특별시 강북구 미아동 54-131
4308,예스원룸텔,고시원업,서울특별시 강북구 미아동 310-3
4309,태성고시원,고시원업,서울특별시 강북구 번동 762-1
4310,해송촌,고시원업,서울특별시 강북구 미아동 77-43
4311,수유아트원룸,고시원업,서울특별시 강북구 수유동 50-63
4312,엘리시아,고시원업,서울특별시 강북구 미아동 321-37
4313,오투리빙텔,고시원업,서울특별시 강북구 미아동 791-563
4314,훼미리 고시원,고시원업,서울특별시 강북구 미아동 187-4
4315,검해고시원,고시원업,서울특별시 강북구 미아동 49-91
4316,수유리고시원,고시원업,서울특별시 강북구 수유동 191-61
4317,고프레Ⅱ,고시원업,서울특별시 강북구 번동 417-1
4318,스카이고시원,고시원업,서울특별시 강북구 미아동 160-13
4319,이삭고시원,고시원업,서울특별시 강북구 수유동 229-18
4320,럭키고시원,고시원업,서울특별시 강북구 미아동 258-134
4321,리더스고시텔,고시원업,서울특별시 강북구 수유동 2-4
4322,솔밭고시원,고시원업,서울특별시 강북구 우이동 100-44
4323,신일고시원,고시원업,서울특별시 강북구 미아동 207-3
4324,이튼고시원,고시원업,서울특별시 강북구 미아동 317-7
4325,SM 고시텔,고시원업,서울특별시 강북구 번동 448-13
4326,스카이리빙텔,고시원업,서울특별시 강북구 번동 413-5
4327,유림고시텔,고시원업,서울특별시 강북구 수유동 2-41
4328,드림고시텔,고시원업,서울특별시 강북구 미아동 197-17
4329,리딩뱅크고시원,고시원업,서울특별시 강북구 미아동 126-3
4330,월드고시원,고시원업,서울특별시 강북구 수유동 178-19
4331,동명고시원,고시원업,서울특별시 강북구 수유동 2-5
4332,신화고시원,고시원업,서울특별시 강북구 미아동 134-40
4333,길고시원,고시원업,서울특별시 강북구 번동 461-127
4334,청목고시원,고시원업,서울특별시 강북구 미아동 61-52
4335,강북고시원,고시원업,서울특별시 강북구 수유동 174-1
4336,싸리고시원,고시원업,서울특별시 강북구 미아동 42-95
4337,프라임원룸텔,고시원업,서울특별시 강북구 우이동 72-133
4338,한성빌,고시원업,서울특별시 강북구 번동 417-23
4339,번동고시텔,고시원업,서울특별시 강북구 번동 229-8
4340,예일고시원(3층),고시원업,서울특별시 강북구 수유동 178-45
4341,아름다운싱글홈,고시원업,서울특별시 강북구 수유동 174-7
4342,싱글하우스고시텔,고시원업,서울특별시 강북구 미아동 52-1
4343,고시텔SL,고시원업,서울특별시 강북구 번동 446-60
4344,온그린고시원,고시원업,서울특별시 강북구 번동 444-78
4345,웰빙텔,고시원업,서울특별시 강북구 수유동 39-30
4346,심플하우스,고시원업,서울특별시 강북구 미아동 762-81
4347,비전 팰래스,고시원업,서울특별시 강북구 수유동 685-9
4348,쉼터고시텔,고시원업,서울특별시 서대문구 북아현동 220-14
4349,대성고시원,고시원업,서울특별시 서대문구 북아현동 3-130
4350,신형고시원,고시원업,서울특별시 서대문구 창천동 97-82
4351,소호리빙텔(2층),고시원업,서울특별시 서대문구 북아현동 752-1
4352,웰빙텔,고시원업,서울특별시 서대문구 창천동 52-134
4353,네오스페이스,고시원업,서울특별시 서대문구 연희동 136-29
4354,코코레지던스(이대점),고시원업,서울특별시 서대문구 대현동 110-25
4355,청호고시원,고시원업,서울특별시 서대문구 대현동 110-42
4356,더 하우스,고시원업,서울특별시 서대문구 북가좌동 291-2
4357,가나고시원,고시원업,서울특별시 서대문구 충정로2가 184-13
4358,영리빙텔,고시원업,서울특별시 서대문구 대현동 40-22
4359,에이스고시텔,고시원업,서울특별시 서대문구 홍은동 403-10
4360,학림사,고시원업,서울특별시 서대문구 창천동 2-46
4361,aah!(아하)레지던스 3층,고시원업,서울특별시 서대문구 창천동 13-9
4362,aah!(아하)레지던스 4.5층,고시원업,서울특별시 서대문구 창천동 13-9
4363,에이스레지던스,고시원업,서울특별시 서대문구 창천동 13-21
4364,토리하우스,고시원업,서울특별시 서대문구 창천동 5-21
4365,노블레지던스 신촌점,고시원업,서울특별시 서대문구 창천동 5-21
4366,백산고시원,고시원업,서울특별시 서대문구 홍은동 409-2
4367,그레이스하우스,고시원업,서울특별시 서대문구 대현동 37-18
4368,코코레지던스,고시원업,서울특별시 서대문구 충정로3가 189
4369,샤인하우스,고시원업,서울특별시 서대문구 대현동 40-34
4370,만인의꿈,고시원업,서울특별시 서대문구 창천동 112-12
4371,파크원룸텔,고시원업,서울특별시 서대문구 창천동 57-24
4372,보연레지던스,고시원업,서울특별시 서대문구 미근동 167
4373,도도하우스,고시원업,서울특별시 서대문구 충정로3가 190-5
4374,시온고시텔,고시원업,서울특별시 서대문구 북가좌동 351-1
4375,보광,고시원업,서울특별시 서대문구 홍은동 400-4
4376,올리브,고시원업,서울특별시 서대문구 대현동 60-61
4377,코리아 레지던스,고시원업,서울특별시 서대문구 합동 21-23
4378,서울고시텔,고시원업,서울특별시 서대문구 연희동 78-43
4379,에이스고시원,고시원업,서울특별시 서대문구 북가좌동 292-11
4380,신촌원룸텔(4층),고시원업,서울특별시 서대문구 창천동 52-139
4381,장원고시원,고시원업,서울특별시 서대문구 충정로2가 69-5
4382,봄소리고시원,고시원업,서울특별시 서대문구 남가좌동 74-47
4383,화현고시원,고시원업,서울특별시 서대문구 창천동 72-27
4384,스카이고시원,고시원업,서울특별시 서대문구 홍은동 397-19
4385,신촌게스트원룸텔,고시원업,서울특별시 서대문구 창천동 52-22
4386,스마트 원룸텔,고시원업,서울특별시 서대문구 남가좌동 8-1
4387,휴레지던스,고시원업,서울특별시 서대문구 대현동 104-49
4388,휴앤아이,고시원업,서울특별시 서대문구 창천동 52-53
4389,해피홈,고시원업,서울특별시 서대문구 남가좌동 342-15
4390,쉐르빌리빙텔(대현동 4~6층),고시원업,서울특별시 서대문구 대현동 104-1
4391,한양고시원,고시원업,서울특별시 서대문구 북아현동 134-1
4392,아이비리빙텔,고시원업,서울특별시 서대문구 대현동 34-15
4393,코코리빙텔,고시원업,서울특별시 서대문구 창천동 52-39
4394,마루 원룸텔,고시원업,서울특별시 서대문구 창천동 91-6
4395,A+리빙텔,고시원업,서울특별시 서대문구 창천동 57-63
4396,유진고시텔,고시원업,서울특별시 서대문구 홍제동 330-60
4397,싱글레지던스,고시원업,서울특별시 서대문구 대현동 40-41
4398,멀티하우스연대점,고시원업,서울특별시 서대문구 창천동 31-21
4399,진성고시원,고시원업,서울특별시 서대문구 연희동 343
4400,연세오피스텔(4층),고시원업,서울특별시 서대문구 창천동 53-3
4401,비에스,고시원업,서울특별시 서대문구 창천동 288
4402,로즈고시원,고시원업,서울특별시 서대문구 창천동 62-38
4403,쌍떼리빙텔,고시원업,서울특별시 서대문구 창천동 57-45
4404,쉐르빌리빙텔(창천동29-43),고시원업,서울특별시 서대문구 창천동 29-43
4405,푸른고시텔,고시원업,서울특별시 서대문구 홍은동 397-32
4406,이루고시텔,고시원업,서울특별시 서대문구 홍은동 409-10
4407,로뎀리빙텔,고시원업,서울특별시 서대문구 대현동 27-39
4408,스마트원룸텔,고시원업,서울특별시 서대문구 냉천동 232
4409,엘리트고시원,고시원업,서울특별시 서대문구 냉천동 171-1
4410,올림피아오피스텔5층,고시원업,서울특별시 서대문구 창천동 53-3
4411,쉐르빌 원룸텔(창천동500-8),고시원업,서울특별시 서대문구 창천동 500-8
4412,이화고시텔,고시원업,서울특별시 서대문구 대현동 90-12
4413,에이플러스,고시원업,서울특별시 서대문구 연희동 292-6
4414,패스빌고시원,고시원업,서울특별시 서대문구 창천동 386
4415,코코리빙텔,고시원업,서울특별시 서대문구 창천동 495
4416,원 리빙텔,고시원업,서울특별시 서대문구 창천동 52-159
4417,노블레지던스(대현동),고시원업,서울특별시 서대문구 대현동 45-33
4418,풀하우스 신관 여성전용(구.YES리빙텔),고시원업,서울특별시 서대문구 대현동 110-1
4419,그루터기,고시원업,서울특별시 서대문구 연희동 344-16
4420,솔로몬하우스(3층),고시원업,서울특별시 서대문구 연희동 344-16
4421,솔로몬하우스(2층),고시원업,서울특별시 서대문구 연희동 344-16
4422,솔로몬하우스(6층),고시원업,서울특별시 서대문구 연희동 344-16
4423,영창고시원,고시원업,서울특별시 서대문구 창천동 52-79
4424,오이코스고시원,고시원업,서울특별시 서대문구 연희동 344-17
4425,Y.J VIL,고시원업,서울특별시 서대문구 연희동 188-85
4426,조양고시원,고시원업,서울특별시 서대문구 연희동 187-46
4427,학림사고시원,고시원업,서울특별시 서대문구 연희동 136-25
4428,경기고시텔,고시원업,서울특별시 서대문구 연희동 121-14
4429,블루오션,고시원업,서울특별시 서대문구 연희동 231-1
4430,큰나무집,고시원업,서울특별시 서대문구 연희동 194-52
4431,샘골리빙룸,고시원업,서울특별시 서대문구 연희동 344-21
4432,솔로몬하우스(4층),고시원업,서울특별시 서대문구 연희동 344-16
4433,올리브힐,고시원업,서울특별시 서대문구 연희동 340-45
4434,서연고시원,고시원업,서울특별시 서대문구 창천동 100-81
4435,하영리빙텔,고시원업,서울특별시 서대문구 창천동 52-58
4436,더블유하우스,고시원업,서울특별시 서대문구 창천동 52-44
4437,비버하우스,고시원업,서울특별시 서대문구 창천동 33-16
4438,J&J고시텔,고시원업,서울특별시 서대문구 창천동 52-71
4439,비타민하우스,고시원업,서울특별시 서대문구 연희동 88-3
4440,스위트하우스,고시원업,서울특별시 서대문구 연희동 48-2
4441,SH스테이 하이,고시원업,서울특별시 서대문구 연희동 45-9
4442,아담하우스,고시원업,서울특별시 서대문구 북가좌동 5-47
4443,행운고시원,고시원업,서울특별시 서대문구 북가좌동 3-180
4444,동화빌,고시원업,서울특별시 서대문구 북가좌동 329-2
4445,신촌고시텔,고시원업,서울특별시 서대문구 창천동 4-77
4446,하이레지던스,고시원업,서울특별시 서대문구 창천동 52-51
4447,로하스리빙홈,고시원업,서울특별시 서대문구 창천동 45-6
4448,유진레지던스,고시원업,서울특별시 서대문구 창천동 4-77
4449,풀하우스,고시원업,서울특별시 서대문구 창천동 72-4
4450,싱글즈원룸텔,고시원업,서울특별시 서대문구 연희동 340-27
4451,힐하우스,고시원업,서울특별시 서대문구 창천동 4-18
4452,오투원룸텔,고시원업,서울특별시 서대문구 대현동 101-12
4453,송림에코하우스,고시원업,서울특별시 서대문구 대현동 62-26
4454,후니스빌,고시원업,서울특별시 서대문구 연희동 138-63
4455,그레이스빌(연희동),고시원업,서울특별시 서대문구 연희동 106-16
4456,그레이스빌(창천동),고시원업,서울특별시 서대문구 창천동 4-19
4457,게스트하우스,고시원업,서울특별시 서대문구 대현동 37-52
4458,소호하우스,고시원업,서울특별시 서대문구 대현동 27-27
4459,프라임원룸텔,고시원업,서울특별시 서대문구 대현동 27-4
4460,이지리빙텔,고시원업,서울특별시 서대문구 대신동 16-15
4461,대신동고시원,고시원업,서울특별시 서대문구 대신동 16-13
4462,소호리빙텔(냉천동),고시원업,서울특별시 서대문구 냉천동 27-6
4463,웰빙텔 명지대점,고시원업,서울특별시 서대문구 남가좌동 339-34
4464,토마토고시텔(구.엄마손하숙고시텔),고시원업,서울특별시 서대문구 창천동 4-1
4465,파인힐하우스,고시원업,서울특별시 서대문구 창천동 33-55
4466,바비하우스,고시원업,서울특별시 서대문구 창천동 2-80
4467,연세예가,고시원업,서울특별시 서대문구 연희동 136-36
4468,연희파크빌,고시원업,서울특별시 서대문구 연희동 302-5
4469,힐리빙텔,고시원업,서울특별시 서대문구 대현동 37-69
4470,펠라하우스,고시원업,서울특별시 서대문구 연희동 446-314
4471,청솔고시원,고시원업,서울특별시 서대문구 북가좌동 68-73
