,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리
2269,서울 강동구 00동,464 ,  개,  개,00 대,5000 만원, 605 , 사용량에 따라 부과 ,3억1000,-선택사항- ,-선택사항-     ,5000,31000,0,605,0
2270,서울 동대문구 00동,고시원 ,  개,  개,00 대,9000 만원, 580 , 00 ,20000,-선택사항- ,-선택사항-     ,9000,20000,0,580,0
2271,서울 구로구 00동,390 , 42 개,  개,00 대,4000 만원, 380 , 00 ,19000,-선택사항- ,-선택사항-     ,4000,19000,42,380,0
2272,서울 광진구 00동,420 , 37 개,  개,00 대,3000 만원, 430 , 00 ,16000,-선택사항- ,-선택사항-     ,3000,16000,37,430,0
2273,서울 강동구 00동,450 , 46 개,  개,00 대,6000 만원, 350 , 00 ,19000,-선택사항- ,-선택사항-     ,6000,19000,46,350,0
2274,서울 송파구 00동,390 , 38 개,  개,00 대,5000 만원, 420 , 00 ,19000,-선택사항- ,-선택사항-     ,5000,19000,38,420,0
2275,서울 강남구 도곡역,300 , 40 개, 0 개,1 대,3500 만원, 290 , 30 ,8천,-선택사항- ,-선택사항-     ,3500,8000,40,290,30
2276,서울 종로구 종로동,390 , 55 개, 33 개,1 대,7천 만원, 590 , 40 ,권리금8천,-선택사항- ,-선택사항-     ,7000,8000,55,590,40
2277,서울 종로구 종로동,440 , 50 개, 50 개,1 대,6천 만원, 640 , 40 ,합3억,-선택사항- ,-선택사항-     ,6000,30000,50,640,40
2278,서울 서초구 00,290.3.5 , 29 개,  개,1 대,5000 만원, 500 , 별도 ,1억2천,-선택사항- ,-선택사항-     ,5000,12000,29,500,0
2279,서울 관악구 신림동,302.95 , 37 개, 10 개,00 대,8000 만원, 363 , 00 ,1억7천,-선택사항- ,-선택사항-     ,8000,17000,37,363,0
2280,서울 마포구 00,543.28 , 54 개,  개,00 대,1억5천 만원, 954 , 별도 ,2억3천,-선택사항- ,-선택사항-     ,15000,23000,54,954,0
2281,서울 송파구 00동,90평 , 39 개,  개,00 대,2000 만원, 295 , 00 ,10000,-선택사항- ,-선택사항-     ,2000,10000,39,295,0
2282,서울 서초구 서초동,404.23 , 50 개, 27 개,00 대,8500 만원, 520 , 별도 ,2억3천,-선택사항- ,-선택사항-     ,8500,23000,50,520,0
2283,서울 송파구 송파동,300 , 40 개, 0 개,1 대,2천 만원, 290 , 30 ,합9천,-선택사항- ,-선택사항-     ,2000,9000,40,290,30
2284,서울 양천구 목동,310.5 , 34 개, 25 개,5 대,9천 만원, 360 , 100만원 ,2억,-선택사항- ,-선택사항-     ,9000,20000,34,360,100
2285,서울 영등포구 영등포동,194.19 , 39 개, 38 개,1 대,1억 만원, 665 , 포함 ,1억7천,-선택사항- ,-선택사항-     ,10000,17000,39,665,0
2286,서울 관악구 신림동,240.85 , 27 개, 16 개,X 대,4천 만원, 245 , 45만원 ,1억5천,-선택사항- ,-선택사항-     ,4000,15000,27,245,45
2287,서울 중랑구 00동,* ,  개,  개,00 대, 만원, 320 , 00 ,10000,-선택사항- ,-선택사항-     ,0,10000,0,320,0
2288,서울 종로구 00동,* ,  개,  개,00 대, 만원, 370 , 00 ,19000,-선택사항- ,-선택사항-     ,0,19000,0,370,0
2289,서울 동대문구 00동,* ,  개,  개,00 대, 만원, * , 00 ,20000,-선택사항- ,-선택사항-     ,0,20000,0,0,0
2290,서울 동대문구 00동,535 , 61 개,  개,00 대, 만원, 738 , 00 ,1억5천,-선택사항- ,-선택사항-     ,0,15000,61,738,0
2291,서울 양천구 00동,80평 , 42 개, 4 개,노 대,3500 만원, 330 , 15만원 ,11000,5호선 목동역,-선택사항-     ,3500,11000,42,330,15
2292,서울 서대문구 창천동,238.78 , 37 개, 37 개,00 대,3600 만원, 495 , 없음 ,2억,-선택사항- ,-선택사항-     ,3600,20000,37,495,0
2293,서울 동작구 00동,217 ,  개,  개,00 대, 만원, 200 , 00 ,6천,-선택사항- ,-선택사항-     ,0,6000,0,200,0
2294,서울 동작구 노량진동,96.17 , 36 개, 36 개,X 대,8천 만원, 450 , 없음 ,2억5천,-선택사항- ,-선택사항-     ,8000,25000,36,450,0
2295,서울 강남구 00동,100평 , 39 개, 38 개,노 대,9000 만원, 524 , 노 ,35000,2호선 강남역,-선택사항-     ,9000,35000,39,524,0
2296,서울 영등포구 00동,299.53 , 상담 개,  개,00 대,4000 만원, 420 , 00 ,22000,-선택사항- ,-선택사항-     ,4000,22000,0,420,0
2297,서울 서초구 00동,302.4 , 34 개, 27 개,없음 대,5000 만원, 422 , 포함 ,2억4천,-선택사항- ,-선택사항-     ,5000,24000,34,422,0
2298,서울 동작구 00동,376.86 , 상담 개,  개,00 대,4000 만원, 500 , 00 ,21000,-선택사항- ,-선택사항-     ,4000,21000,0,500,0
2299,서울 동대문구 00동,295.2 , 37 개, 13 개,2 대,4000 만원, 360 , 60 ,12500,-선택사항- ,-선택사항-     ,4000,12500,37,360,60
2300,서울 동대문구 00동,295.2 , 37 개, 13 개,2 대,4000 만원, 360 , 60 ,12500,-선택사항- ,-선택사항-     ,4000,12500,37,360,60
2301,서울 동대문구 00동,342.54 , 40 개, 2 개,없음 대,3200 만원, 340 , 포함 ,1억1천,-선택사항- ,-선택사항-     ,3200,11000,40,340,0
2302,서울 관악구 신림동,227.11 , 35 개, 5 개,00 대,5000 만원, 330 , 00 ,1억7천,-선택사항- ,-선택사항-     ,5000,17000,35,330,0
2303,서울 동대문구 00동,342 ,  개,  개,00 대,3200 만원, 400 , 사용량에 따라 부과 ,1억,-선택사항- ,-선택사항-     ,3200,10000,0,400,0
2304,서울 관악구 00동,350 , 47 개,  개,00 대,3천 만원, 320 , 30 ,1억6천5백,-선택사항- ,-선택사항-     ,3000,16500,47,320,30
2305,서울 동대문구 00동,370 , 38 개, 38 개,00 대,5천 만원, 470 , 30 ,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30
2306,서울 영등포구 00동,462 , 40 개, 40 개,3 대,5천 만원, 420 , 30 ,4억,-선택사항- ,-선택사항-     ,5000,40000,40,420,30
2307,서울 동작구 00동,328 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
2308,서울 구로구 00동,294 , 29 개, 29 개,00 대,4천 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0
2309,서울 서대문구 00동,120 , 42 개,  개,00 대,5000 만원, 450 , 00 ,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0
2310,서울 강남구 00동,100 , 34 개,  개,00 대,7000 만원, 600 , 00 ,24000,-선택사항- ,-선택사항-     ,7000,24000,34,600,0
2311,서울 관악구 00동,380 , 47 개, 18 개,00 대,3500 만원, 350 , 00 ,1억6500,-선택사항- ,-선택사항-     ,3500,16500,47,350,0
2312,서울 중구 00동,400 , 55 개, 35 개,00 대,7000 만원, 620 , 00 ,1억5000,-선택사항- ,-선택사항-     ,7000,15000,55,620,0
2313,서울 동작구 00동,420 , 36 개, 36 개,00 대,5000 만원, 400 , 00 ,2억3000,-선택사항- ,-선택사항-     ,5000,23000,36,400,0
2314,서울 영등포구 00동,360 , 40 개, 20 개,00 대,5000 만원, 400 , 00 ,1억5500,-선택사항- ,-선택사항-     ,5000,15500,40,400,0
2315,서울 구로구 00동,280 , 24 개,  개,00 대,2000 만원, 150 , 00 ,2300,-선택사항- ,-선택사항-     ,2000,2300,24,150,0
2316,서울 동작구 00동,381.76 , 54 개, 29 개,없음 대,9000 만원, 515 , 없음 ,36000,-선택사항- ,-선택사항-     ,9000,36000,54,515,0
2317,서울 동대문구 00동,210.31 , 31 개, 4 개,00 대,3천 만원, 240 , 없음 ,1억,-선택사항- ,-선택사항-     ,3000,10000,31,240,0
2318,서울 서초구 서초동,425.84 , 43 개, 43 개,불가 대,9000 만원, 820 , 없음 ,1억8천,-선택사항- ,-선택사항-     ,9000,18000,43,820,0
2319,서울 종로구 삼일대로,407 , 43 개, 43 개,불가 대,5000 만원, 640 , 없음 ,3억4천,-선택사항- ,-선택사항-     ,5000,34000,43,640,0
2320,서울 동대문구 00동,340 , 31 개, 31 개,1 대,3000 만원, 310 , 00 ,2억,-선택사항- ,-선택사항-     ,3000,20000,31,310,0
2321,서울 동작구 00동,217 , 33 개,  개,00 대,3천 만원, 200 , 00 ,6천,-선택사항- ,-선택사항-     ,3000,6000,33,200,0
2322,서울 종로구 00동,250 , 36 개,  개,00 대,8천 만원, 520 , 없음 ,1억8천,-선택사항- ,-선택사항-     ,8000,18000,36,520,0
2323,서울 동대문구 제기동,410 , 39 개, 39 개,1 대,5천 만원, 470 , 30 ,합3억,-선택사항- ,-선택사항-     ,5000,30000,39,470,30
2324,서울 구로구 구로동,440 , 42 개, 42 개,1 대,5천 만원, 520 , 30 ,합3억2천,-선택사항- ,-선택사항-     ,5000,32000,42,520,30
2325,서울 강남구 도곡역,300 , 40 개, 0 개,1 대,3500 만원, 295 , 30 ,합8천,-선택사항- ,-선택사항-     ,3500,8000,40,295,30
2326,서울 성동구 한양대역,440 , 40 개, 40 개,1 대,4천 만원, 470 , 66 ,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,470,66
2327,서울 구로구 00동, 110평 , 45 개, 34 개,노 대,9000 만원, 650 , 노 ,28000,1호선 노량진역,-선택사항-     ,9000,28000,45,650,0
2328,서울 성북구 00동,85평 ,  개,  개,00 대,4000 만원, 220 , 00 ,9000,-선택사항- ,-선택사항-     ,4000,9000,0,220,0
2329,서울 서초구 00동,181 , 31 개, 31 개,00 대,6000 만원, 500 , 없음 ,17000,-선택사항- ,-선택사항-     ,6000,17000,31,500,0
2330,서울 송파구 00동,302. , 40 개, 19 개,00 대,6000 만원, 484 , 120 ,21000,-선택사항- ,-선택사항-     ,6000,21000,40,484,120
2331,서울 영등포구 00동,268.8 , 31 개, 24 개,없음 대,4000 만원, 280 , 35 ,22000,-선택사항- ,-선택사항-     ,4000,22000,31,280,35
2332,서울 성북구 00동,223.65 , 28 개, 17 개,없음 대,4000 만원, 200 , 없음 ,18000,-선택사항- ,-선택사항-     ,4000,18000,28,200,0
2333,서울 동작구 00동,217.32 , 33 개, 2 개,없음 대,3000 만원, 200 , 없음 ,6000,-선택사항- ,-선택사항-     ,3000,6000,33,200,0
2334,서울 종로구 00동,377.13 , 44 개, 44 개,없음 대,6000 만원, 660 , 없음 ,3억7천,-선택사항- ,-선택사항-     ,6000,37000,44,660,0
2335,서울 영등포구 당산동1가,249.9 , 40 개, 2 개,00 대,3000 만원, 240 , 10 ,1억1천,-선택사항- ,-선택사항-     ,3000,11000,40,240,10
2336,서울 동작구 대방,393.12 , 42 개, 25 개,00 대,7000 만원, 430 , 7 ,2억5천,-선택사항- ,-선택사항-     ,7000,25000,42,430,7
2337,서울 동작구 상도,217.32 , 34 개, 4 개,00 대,3000 만원, 200 , 00 ,6천,-선택사항- ,-선택사항-     ,3000,6000,34,200,0
2338,서울 동작구 본동,372.11 , 45 개, 4 개,00 대,5000 만원, 330 , 00 ,1억2천,-선택사항- ,-선택사항-     ,5000,12000,45,330,0
2339,서울 중구 00동,380 , 42 개, 42 개,00 대,6천 만원, 580 , 50 ,3억7천,-선택사항- ,-선택사항-     ,6000,37000,42,580,50
2340,서울 중랑구 00동,298 , 31 개, 31 개,00 대,4천 만원, 300 , 00 ,2억,-선택사항- ,-선택사항-     ,4000,20000,31,300,0
2341,서울 동대문구 00동,509 , 44 개, 44 개,00 대,4천 만원, 440 , 30 ,3억5천,-선택사항- ,-선택사항-     ,4000,35000,44,440,30
2342,서울 성동구 00동,376 , 40 개, 40 개,00 대,4천 만원, 480 , 50 ,3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,480,50
2343,서울 동대문구 00동,370 , 38 개, 38 개,00 대,5천 만원, 470 , 30 ,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30
2344,서울 영등포구 00동,429 , 42 개, 0 개,00 대,5000 만원, 540 , 00 ,,-선택사항- ,-선택사항-     ,5000,0,42,540,0
2345,서울 영등포구 00동,330 , 39 개, 0 개,00 대,3500 만원, 200 , 00 ,,-선택사항- ,-선택사항-     ,3500,0,39,200,0
2346,서울 강남구 00동,100 , 33 개,  개,00 대,7000 만원, 600 , 00 ,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0
2347,서울 관악구 00동,360 , 37 개, 0 개,00 대,5000 만원, 440 , 00 ,2억,-선택사항- ,-선택사항-     ,5000,20000,37,440,0
2348,서울 서대문구 00동,120 , 42 개,  개,00 대,5000 만원, 450 , 00 ,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0
2349,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
2350,서울 동대문구 00동,000000 ,  개,  개,00 대,3000 만원, 300 , 00 ,11000,-선택사항- ,-선택사항-     ,3000,11000,0,300,0
2351,서울 성북구 00동,00000 ,  개,  개,00 대, 만원, 250 , 00 ,8000,-선택사항- ,-선택사항-     ,0,8000,0,250,0
2352,서울 중구 00동,000 ,  개,  개,00 대,3000 만원, 275 , 00 ,26000,-선택사항- ,-선택사항-     ,3000,26000,0,275,0
2353,서울 송파구 오금로,302 , 40 개, 19 개,불가 대,6000 만원, 484 , 120 ,2억1천,-선택사항- ,-선택사항-     ,6000,21000,40,484,120
2354,서울 동작구 노량진동,356.62 , 48 개, 48 개,불가 대,9000 만원, 630 , 없음 ,3억,-선택사항- ,-선택사항-     ,9000,30000,48,630,0
2355,서울 송파구 백제고분로,312.73 , 30 개, 30 개,불가 대,5000 만원, 400 , 없음 ,3억2천,-선택사항- ,-선택사항-     ,5000,32000,30,400,0
2356,서울 종로구 관훈동,282 , 32 개, 32 개,불가 대,6000 만원, 368 , 32 ,2억8천,-선택사항- ,-선택사항-     ,6000,28000,32,368,32
2357,서울 송파구 송이로,391.22 , 36 개, 36 개,불가 대,5000 만원, 470 , 10 ,3억2천,-선택사항- ,-선택사항-     ,5000,32000,36,470,10
2358,서울 서초구 00동,417 ,  개,  개,00 대, 만원, 680 , 00 ,2억5천,-선택사항- ,-선택사항-     ,0,25000,0,680,0
2359,서울 강서구 00동,50평 ,  개,  개,00 대,2000 만원, 100 , 00 ,5500,-선택사항- ,-선택사항-     ,2000,5500,0,100,0
2360,서울 광진구 00동,264 , 36 개, 2 개,00 대,2500 만원, 300 , 무 ,7000,-선택사항- ,-선택사항-     ,2500,7000,36,300,0
2361,서울 구로구 00동,390 , 39 개,  개,00 대,5000 만원, 430 , 00 ,19000,-선택사항- ,-선택사항-     ,5000,19000,39,430,0
2362,서울 동작구 00동,400 , 45 개,  개,00 대,6000 만원, 420 , 00 ,16000,-선택사항- ,-선택사항-     ,6000,16000,45,420,0
2363,서울 종로구 00동,420 , 38 개,  개,00 대,5000 만원, 450 , 00 ,28000,-선택사항- ,-선택사항-     ,5000,28000,38,450,0
2364,서울 강서구 00동,400 , 42 개,  개,00 대,3000 만원, 350 , 00 ,13000,-선택사항- ,-선택사항-     ,3000,13000,42,350,0
2365,서울 강동구 00동,360 , 33 개,  개,1 대,5000 만원, 260 , 00 ,17000,-선택사항- ,-선택사항-     ,5000,17000,33,260,0
2366,서울 서초구 00동,600 , 50 개, 27 개,3 대,8500 만원, 520 , 00 ,2억3천,-선택사항- ,-선택사항-     ,8500,23000,50,520,0
2367,서울 중구 00동,300 , 29 개, 29 개,00 대,5천 만원, 380 , 00 ,2억,-선택사항- ,-선택사항-     ,5000,20000,29,380,0
2368,서울 중구 00동,450 , 40 개, 4 개,3 대,3천300 만원, 340 , 없음 ,8000,-선택사항- ,-선택사항-     ,3000300,8000,40,340,0
2369,서울 강동구 00동,264 , 26 개, 26 개,00 대,5천 만원, 200 , 00 ,1억5천,-선택사항- ,-선택사항-     ,5000,15000,26,200,0
2370,서울 종로구 00동,700 , 57 개, 41 개,5 대,9000 만원, 580 , 00 ,2억,-선택사항- ,-선택사항-     ,9000,20000,57,580,0
2371,서울 서대문구 00동,238.78 , 36 개, 38 개,없음 대,3000 만원, 450 , 없음 ,21000,-선택사항- ,-선택사항-     ,3000,21000,36,450,0
2372,서울 송파구 00동,286.8 , 35 개, 18 개,없음 대,9000 만원, 400 , 없음 ,19000,-선택사항- ,-선택사항-     ,9000,19000,35,400,0
2373,서울 중구 장충동,345 , 40 개, 21 개,0대 대,5000 만원, 360 , 없음 ,17000,-선택사항- ,-선택사항-     ,5000,17000,40,360,0
2374,서울 서대문구 00동,350 , 32 개, 32 개,00 대,4000 만원, 450 , 없음 ,27000,-선택사항- ,-선택사항-     ,4000,27000,32,450,0
2375,서울 중구 을지로,360 , 28 개, 28 개,없음 대,4500 만원, 340 , 없음 ,17000,-선택사항- ,-선택사항-     ,4500,17000,28,340,0
2376,서울 성북구 00동,370 , 35 개, 35 개,00 대,5500 만원, 500 , 없음 ,30000,-선택사항- ,-선택사항-     ,5500,30000,35,500,0
2377,서울 노원구 00동,397.11 , 67 개, 3 개,없음 대,7000 만원, 450 , 110 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,110
2378,서울 마포구 00동,181 , 29 개, 2 개,1 대,5000 만원, 300 , 00 ,12000,-선택사항- ,-선택사항-     ,5000,12000,29,300,0
2379,서울 동대문구 회기동,350 , 39 개, 15 개,1 대,4000 만원, 360 , 별도 ,12000,-선택사항- ,-선택사항-     ,4000,12000,39,360,0
2380,서울 송파구 석촌동,400 , 36 개, 20 개,1 대,9000 만원, 450 , 별도 ,17000,-선택사항- ,-선택사항-     ,9000,17000,36,450,0
2381,서울 서대문구 00동,120 , 42 개,  개,00 대,5000 만원, 450 , 00 ,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0
2382,서울 강남구 00동,100 , 33 개,  개,00 대,7000 만원, 600 , 00 ,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0
2383,서울 동작구 00동,684.3 , 58 개, 58 개,2대 대, 만원, 800 , 없음 ,34000,-선택사항- ,-선택사항-     ,0,34000,58,800,0
2384,서울 관악구 봉천동,450 , 49 개, 48 개,0대 대,8000 만원, 650 , 별도 ,48000,-선택사항- ,-선택사항-     ,8000,48000,49,650,0
2385,서울 강동구 성내동,235.04 , 24 개, 24 개,00 대,4천5백 만원, 132 , 무 ,1억6천5백,-선택사항- ,-선택사항-     ,4500,16500,24,132,0
2386,서울 서초구 서초동,404.23 , 50 개, 27 개,00 대,8천5백 만원, 520 , 별도 ,2억3천,-선택사항- ,-선택사항-     ,8500,23000,50,520,0
2387,서울 노원구 00동,300 , 36 개,  개,00 대,6천 만원, 300 , 00 ,6천,-선택사항- ,-선택사항-     ,6000,6000,36,300,0
2388,서울 성북구 안암동,423.14 , 38 개, 36 개,00 대,4천 만원, 480 , 무 ,2억9천,-선택사항- ,-선택사항-     ,4000,29000,38,480,0
2389,서울 노원구 00동,387.6 ,  개,  개,00 대, 만원, 418 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,418,0
2390,서울 동작구 00동,275.94 , 35 개, 10 개,00 대,3천 만원, 225 , 00 ,1억5천만,-선택사항- ,-선택사항-     ,3000,15000,35,225,0
2391,서울 서대문구 00,400 , 41 개, 30 개,00 대,8000 만원, 600 , 별도 ,2억5천,-선택사항- ,-선택사항-     ,8000,25000,41,600,0
2392,서울 동작구 00동,300 , 45 개,  개,00 대,10000 만원, 300 , 00 ,28000,-선택사항- ,-선택사항-     ,10000,28000,45,300,0
2393,서울 노원구 00,449.77 , 42 개, 42 개,2 대,5000 만원, 475 , 별도 ,14억,-선택사항- ,-선택사항-     ,5000,14000,42,475,0
2394,서울 동대문구 00동,535 , 60 개,  개,00 대, 만원, 738 , 170 ,1억5천,-선택사항- ,-선택사항-     ,0,15000,60,738,170
2395,서울 관악구 00동,310 , 38 개,  개,00 대,6000 만원, 430 , 00 ,21000,-선택사항- ,-선택사항-     ,6000,21000,38,430,0
2396,서울 구로구 00동,263.56 ,  개,  개,00 대, 만원, 400 , 00 ,합,-선택사항- ,-선택사항-     ,0,0,0,400,0
2397,서울 강동구 00동,350 , 36 개,  개,00 대,5000 만원, 605 , 00 ,31000,-선택사항- ,-선택사항-     ,5000,31000,36,605,0
2398,서울 종로구 00동,490 , 50 개,  개,00 대,30 만원, 650 , 00 ,3억3천,-선택사항- ,-선택사항-     ,30,33000,50,650,0
2399,서울 동작구 노량진동,172.62 , 44 개, 44 개,X 대,6천 만원, 660 , 없음 ,3억8천,-선택사항- ,-선택사항-     ,6000,38000,44,660,0
2400,서울 강동구 00동,250 , 33 개,  개,00 대,2500 만원, 220 , 00 ,9500,-선택사항- ,-선택사항-     ,2500,9500,33,220,0
2401,서울 강동구 00동,240 , 29 개,  개,00 대,3000 만원, 264 , 00 ,16000,-선택사항- ,-선택사항-     ,3000,16000,29,264,0
2402,서울 종로구 관철동,277.92 , 상담 개,  개,00 대,10000 만원, 429 , 00 ,19000,-선택사항- ,-선택사항-     ,10000,19000,0,429,0
2403,서울 송파구 00동,278 ,  개,  개,00 대,3500 만원, 350 , 사용량에 따라 부과 ,1억4500,-선택사항- ,-선택사항-     ,3500,14500,0,350,0
2404,서울 중구 00동,346 , 상담 개,  개,00 대,5000 만원, 396 , 00 ,16500,-선택사항- ,-선택사항-     ,5000,16500,0,396,0
2405,서울 중구 00동,429 , 60 개, 0 개,00 대,1억 만원, 600 , 별도 ,2억,-선택사항- ,-선택사항-     ,10000,20000,60,600,0
2406,서울 영등포구 00동,418 , 40 개, 40 개,00 대,4천 만원, 490 , 50 ,3억2천,-선택사항- ,-선택사항-     ,4000,32000,40,490,50
